ID,Name,Is_a_Metabolite,Has_a_Metabolite,Route,vd,Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),Solubility,No_of_H-bond_donors,No_of_H-bond_acceptors,Molecular_Weight,LogP,Meets
1050,IDARUBICIN,,0,INJECTION,2470,93,22,97,0,0,NaN,0,NaN,5,10,497.5,1.0203,TRUE
1051,CLARITHROMYCIN,,0,ORAL,97.5,28.5,6,77,50,5,MICROMOLAR,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,4,14,747.964,2.4397,FALSE
1052,CEFPROZIL,,0,ORAL,15,11.7,1.3,36,95,47,MICROMOLAR,0,NaN,3,7,388.425,-0.628,TRUE
1053,LORACARBEF,,0,ORAL,25,14.4,1.2,35,0,41.4,MICROMOLAR,0,NaN,2,5,348.766,-0.6239,TRUE
1054,AZITHROMYCIN,,0,ORAL INJECTION OPHTHALMIC,2021,37.8,68,29,34,1.33,MICROMOLAR,0,NaN,5,14,748.996,1.9007,FALSE
1055,CEFPODOXIME PROXETIL,,1633,ORAL,0,0,0,0,0,0,NaN,0,NaN,2,14,557.607,0.827,FALSE
1056,DIRITHROMYCIN,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,5,16,835.086,2.2017,FALSE
1057,CEFEPIME,,0,INJECTION INTRAVENOUS,18,7.2,2,20,82,340.7,MICROMOLAR,0,SOLUBILITY HIGHLY SOLUBLE IN WATER,2,10,480.572,-1.2799,TRUE
1058,DACTINOMYCIN,,0,INJECTION,0,0,36,0,0,0,NaN,0,NaN,5,18,1255.438,0.72564,FALSE
1059,TAZOBACTAM,,0,INJECTION INTRAVENOUS,18.2,12.3,1.2,30,0,113.3,MICROMOLAR,1,NaN,0,8,299.288,-2.8579,TRUE
1060,CEFTIBUTEN,,0,ORAL,32.5,5,2,65,0,36.5,MICROMOLAR,0,NaN,2,10,408.417,-2.7176,TRUE
1061,RIFABUTIN,,0,ORAL,604.5,44.8,45,85,20,443.2,NANOMOLAR,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER (0.19 MILLIGRAM / MILLILITER),5,14,847.019,4.61572,FALSE
1062,PYRAZINAMIDE,,1613,ORAL,55.1,3.82,10,10,96.8,227.8,MICROMOLAR,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,1,3,123.115,-0.4245,TRUE
1063,MEROPENEM,,0,INJECTION INTRAVENOUS,19.5,15.2,1,2,0,127.9,MICROMOLAR,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,2,7,382.462,-1.6427,TRUE
1064,TACROLIMUS,,0,ORAL INJECTION TOPICAL,126.1,2.6,34.8,99,18,36.9,NANOMOLAR,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,3,12,804.031,4.639,FALSE
1065,FOSFOMYCIN,,0,ORAL,136.1,16.9,5.7,0,37,189,MICROMOLAR,0,SOLUBILITY SOLUBLE IN WATER,0,4,136.043,-1.3551,TRUE
1066,MYCOPHENOLATE MOFETIL,,1072,ORAL INJECTION,0,0,0,0,94,0,NaN,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER (43 MICROGRAM / MILLILITER AT PH 7.4),1,8,433.501,2.52402,TRUE
1067,CEFDINIR,,0,ORAL,22.75,60,1.7,65,0,7.26,MICROMOLAR,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,3,10,394.414,-1.5065,TRUE
1068,IVERMECTIN,,0,ORAL TOPICAL,0,0,18,99,0,53,NANOMOLAR,4,SOLUBILITY INSOLUBLE IN WATER,3,14,875.106,5.6014,FALSE
1069,QUINUPRISTIN,,0,INJECTION INTRAVENOUS,29,46.8,0.85,66,0,3.1,MICROMOLAR,0,NaN,4,14,1022.239,2.3235,FALSE
1070,DALFOPRISTIN,,0,INJECTION INTRAVENOUS,15.6,46.8,0.7,18,0,11.5,MICROMOLAR,0,NaN,2,11,690.86,2.2693,FALSE
1071,EPIRUBICIN,,0,INJECTION INTRAVENOUS,1365,69,31,77,0,17,MICROMOLAR,0,NaN,6,12,543.525,0.0013,FALSE
1072,MYCOPHENOLIC ACID,1066,0,ORAL,112,8.4,12,98,93,81.5,MICROMOLAR,0,SOLUBILITY HIGHLY SOLUBLE IN WATER,1,6,319.333,1.39852,TRUE
1073,AZACITIDINE,,0,INTRAVENOUS SUBCUTANEOUS ORAL,76,167,0.68,0,89,3,MICROMOLAR,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,4,9,244.207,-3.168,TRUE
1074,STREPTOMYCIN,,0,INJECTION,22,3,4,35,84,75,MICROMOLAR,0,SOLUBILITY SOLUBLE IN WATER,14,13,583.596,-11.3811,FALSE
1075,GRAMICIDIN,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,10,12,1141.47,1.2278,FALSE
1076,PAROMOMYCIN,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,13,19,615.634,-8.8617,FALSE
1077,CYCLOSERINE,,0,ORAL,0,0,12,0,0,0,NaN,6,SOLUBILITY SOLUBLE IN WATER,2,3,102.093,-1.6249,TRUE
1078,METHACYCLINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,6,9,442.424,-0.4379,FALSE
1079,CANDICIDIN,,0,VAGINAL,0,0,0,0,0,0,NaN,0,NaN,10,20,1108.309,2.4351,FALSE
1080,PRAMOXINE,,0,TOPICAL,0,0,0,0,0,0,NaN,0,NaN,0,4,293.407,2.9666,TRUE
1081,PENTOBARBITAL,,0,ORAL INJECTION RECTAL,59,1.83,22,61,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,2,3,226.276,1.185,TRUE
1082,GENTIAN VIOLET,,0,VAGINAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER BECAUSE IT IS A SALT,0,2,372.536,4.4596,TRUE
1083,DIGITOXIN,,0,INJECTION,28,0.16,48,25,70,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,5,13,764.95,3.2473,FALSE
1084,BENZYL BENZOATE,,0,TOPICAL,0,0,0,0,0,0,NaN,0,NaN,0,2,212.248,3.0436,TRUE
1085,TETRAHYDROZOLINE,,0,NASAL,0,0,0,0,0,0,NaN,0,NaN,1,2,200.285,2.1082,TRUE
1086,DRONEDARONE,,0,ORAL,1400,140,16,98,15,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,6,556.769,7.049,FALSE
1087,ARTEMETHER,,1092,ORAL,0,0,2,95.4,0,201,NANOMOLAR,2,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,5,298.379,2.8408,TRUE
1088,CHLOROQUINE,,0,ORAL INJECTION,9100,16,570,55,0,0.513,MICROMOLAR,0,SOLUBILITY FREELY SOLUBLE IN WATER,1,3,319.88,4.8106,TRUE
1089,MEPHENYTOIN,,0,ORAL,110.5,1.74,63,0,0,0,NaN,0,NaN,1,2,218.256,1.4735,TRUE
1090,METHADONE,,0,ORAL INJECTION,286,6.6,31,79,68,2.03,MICROMOLAR,0,SOLUBILITY VERY SOLUBLE IN WATER,0,2,309.453,4.292,TRUE
1091,DOXYLAMINE,,0,ORAL,0,11.7,12.5,0,0,308,NANOMOLAR,0,SOLUBILITY VERY SOLUBLE IN WATER,0,3,270.376,2.9233,TRUE
1092,DIHYDROARTEMISININ,1087  1978,0,,0,0,2,61,0,366,NANOMOLAR,2,NaN,1,5,284.352,2.1867,TRUE
1093,BETHANECHOL,,0,INJECTION ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,1,2,161.225,0.1764,TRUE
1094,TRIHEXYPHENIDYL,,0,ORAL,0,0,3.7,0,0,0,NaN,0,NaN,1,2,301.474,4.3305,TRUE
1095,PARAMETHADIONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,3,157.169,0.7637,TRUE
1096,SECOBARBITAL,,0,INJECTION ORAL RECTAL,97.5,0,28,50,90,0,NaN,3,SOLUBILITY VERY SOLUBLE IN WATER,2,3,238.287,1.3511,TRUE
1097,DYPHYLLINE,,0,ORAL INJECTION,27.3,18.7,2,0,0,67,MICROMOLAR,0,SOLUBILITY FREELY SOLUBLE IN WATER,2,8,254.246,-2.2131,TRUE
1098,PROMETHAZINE,,0,ORAL INJECTION RECTAL,910,54,14,91,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,0,3,284.428,4.2394,TRUE
1099,BROMODIPHENHYDRAMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,2,334.257,4.1167,TRUE
1100,CYCRIMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,2,287.447,3.9404,TRUE
1101,ETHOPROPAZINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,3,312.482,5.0196,FALSE
1102,WARFARIN,,0,ORAL INJECTION,8.4,0.21,29,98,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,1,4,308.333,3.6096,TRUE
1103,GLUTETHIMIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,2,217.268,1.771,TRUE
1104,PROCYCLIDINE,,0,ORAL,48,3.3,12,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,1,2,287.447,3.9404,TRUE
1105,ETHCHLORVYNOL,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,1,1,144.601,1.5132,TRUE
1106,AMPHETAMINE,22  294,177  1319  249,ORAL,396,37,7.3,20,0,185,NANOMOLAR,0,NaN,1,1,135.21,1.5763,TRUE
1107,MECAMYLAMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,1,1,167.296,2.4206,TRUE
1108,CLIDINIUM,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,3,352.454,2.7045,TRUE
1109,HYDROXYZINE,,0,ORAL INJECTION,1040,39,16.5,0,0,186.9,NANOMOLAR,2,SOLUBILITY SOLUBLE IN WATER,1,4,374.912,3.0559,TRUE
1110,BROMPHENIRAMINE,,0,ORAL INJECTION,0,0,25,72,0,0,NaN,5,NaN,0,2,319.246,3.9277,TRUE
1111,ETHOTOIN,,0,ORAL,0,0,6,0,0,39,MICROMOLAR,0,NaN,1,2,204.229,1.2994,TRUE
1112,BUCLIZINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,2,433.039,6.5447,FALSE
1113,METHOCARBAMOL,,848  877,ORAL IM INJECTION,150,52,2,50,0,96,MICROMOLAR,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,2,5,241.243,0.5302,TRUE
1114,PHENPROCOUMON,,0,ORAL,0,0,140,0,0,0,NaN,0,NaN,1,3,280.323,4.0405,TRUE
1115,TRIMEPRAZINE,,0,ORAL,0,0,0,90,80,0,NaN,0,NaN,0,3,298.455,4.487,TRUE
1116,LUMEFANTRINE,,0,ORAL,0,0,101,99.7,0,14,MICROMOLAR,6,SOLUBILITY INSOLUBLE IN WATER,1,2,528.951,9.1517,FALSE
1117,METHOHEXITAL,,0,INJECTION,71.5,46,1.6,73,0,30,MICROMOLAR,0,SOLUBILITY FREELY SOLUBLE IN WATER,1,3,262.309,1.3066,TRUE
1118,OXYPHENCYCLIMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,5,344.455,2.7317,TRUE
1119,DIETHYLPROPION,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,0,2,205.301,2.5996,TRUE
1120,THIORIDAZINE,,0,ORAL,0,0,15,0,0,0.55,MICROMOLAR,0,NaN,0,4,370.587,5.8856,FALSE
1121,BIPERIDEN,,0,ORAL INJECTION,780,46.8,24,90,0,16,NANOMOLAR,1.25,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,2,311.469,3.9624,TRUE
1122,TROPICAMIDE,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,1,3,284.359,2.2062,TRUE
1123,MEPIVACAINE,,0,INJECTION,61,26,2,70,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,1,2,246.354,2.72624,TRUE
1124,CHLOPHEDIANOL,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,2,289.806,3.5276,TRUE
1125,BENDROFLUMETHIAZIDE,,0,ORAL,0,0,0,90,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,3,5,421.422,1.6254,TRUE
1126,TRICHLORMETHIAZIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,3,5,380.662,0.821,TRUE
1127,CHLORTHALIDONE,,0,ORAL,253,5.8,36,76,64,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER (0.12 MILLIGRAM / MILLILITER),3,4,338.772,0.9242,TRUE
1128,ETHOSUXIMIDE,,0,ORAL,45.5,0,60,0,0,496,MICROMOLAR,5,NaN,1,2,141.17,0.4492,TRUE
1129,PROPIOMAZINE,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,0,4,340.492,4.8321,TRUE
1130,ACRISORCIN,,0,TOPICAL,0,0,0,0,0,0,NaN,0,NaN,1,2,194.237,2.9702,TRUE
1131,METHYCLOTHIAZIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,2,5,360.244,0.5983,TRUE
1132,OXYPHENBUTAZONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,3,324.38,3.4934,TRUE
1133,POLYTHIAZIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,2,6,439.89,1.655,TRUE
1134,METAXALONE,,0,ORAL,800,66,9,0,0,8.2,MICROMOLAR,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,3,221.256,1.79064,TRUE
1135,QUINETHAZONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,3,4,289.744,0.8788,TRUE
1136,PRILOCAINE,,0,INJECTION TOPICAL PERIODONTAL,156,142,1.6,40,0,0.48,MICROMOLAR,0,NaN,2,2,220.316,2.32162,TRUE
1137,DOXAPRAM,,0,INJECTION,78,20,4.1,0,0,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,0,3,378.516,3.1733,TRUE
1138,OXAZEPAM,491  1709,0,ORAL,38,4.3,8.2,96,0,1.57,MICROMOLAR,0,NaN,2,3,286.718,2.4479,TRUE
1139,PROPRANOLOL,,0,ORAL INJECTION,260,46.8,4.5,90,0,0,NaN,2.5,SOLUBILITY READILY SOLUBLE IN WATER,2,3,259.349,2.5775,TRUE
1140,TRIMIPRAMINE,,0,ORAL,1040,62.4,23,95,0,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,0,2,294.442,4.121,TRUE
1141,KETAMINE,,0,INJECTION,188,74,2.8,53,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,1,2,237.73,2.8978,TRUE
1142,BENZQUINAMIDE,,0,RECTAL INJECTION,0,0,1.3,0,39,0,NaN,0,NaN,0,6,404.507,2.423,TRUE
1143,PEMOLINE,,0,ORAL,0,0,12,50,0,0,NaN,3,SOLUBILITY RELATIVELY INSOLUBLE IN WATER,1,3,176.175,0.5992,TRUE
1144,MITOTANE,,0,ORAL,0,0,2124,0,40,44.7,MICROMOLAR,0,NaN,0,0,320.046,5.929,FALSE
1145,BUPIVACAINE,,0,INJECTION SPINAL IMPLANTATION INFILTRATION PERIARTICULAR,54.6,16.7,3.1,94,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,1,2,288.435,3.89654,TRUE
1146,ENFLURANE,,0,INHALATION,0,0,0,0,0,15,MICROMOLAR,0,NaN,0,1,184.491,2.3528,TRUE
1147,MOLINDONE,,0,ORAL,0,0,2,0,0,0,NaN,1.5,SOLUBILITY FREELY SOLUBLE IN WATER,1,3,276.38,1.96282,TRUE
1148,MAZINDOL,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,3,284.746,2.6092,TRUE
1149,METOLAZONE,,0,ORAL,104,5.4,14,95,0,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,2,4,365.842,2.71412,TRUE
1150,DISOPYRAMIDE,,0,ORAL,33.8,3.5,6.7,65,0,14.1,MICROMOLAR,2,SOLUBILITY FREELY SOLUBLE IN WATER,1,3,339.483,3.3619,TRUE
1151,MICONAZOLE,,0,VAGINAL TOPICAL INJECTION BUCCAL,0,0,24,88,0,36,MICROMOLAR,0,NaN,0,3,416.135,6.4548,FALSE
1152,IBUPROFEN,,0,ORAL INTRAVENOUS,7.8,2.9,2,99,0,92,MICROMOLAR,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,0,2,205.277,1.7385,TRUE
1153,LUMEFANTRINE,,0,ORAL,0,0,101,99.7,0,14,MICROMOLAR,0,SOLUBILITY INSOLUBLE IN WATER,1,2,528.951,9.1517,FALSE
1154,LORAZEPAM,,0,ORAL INJECTION,84.5,4.3,14,91,90,62,NANOMOLAR,0,SOLUBILITY ALMOST INSOLUBLE IN WATER,2,3,321.163,3.1013,TRUE
1155,DOBUTAMINE,,0,INJECTION,13,249,0.033,0,0,332,NANOMOLAR,0,NaN,4,4,301.386,2.9568,TRUE
1156,BACLOFEN,,0,ORAL INTRATHECAL,59,10,5,30,0,0,NaN,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,3,212.656,0.5223,TRUE
1157,TEMAZEPAM,324,0,ORAL,0,0,8.8,96,92,2.7,MICROMOLAR,1.5,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,1,3,300.745,2.4722,TRUE
1158,OXPRENOLOL,,0,ORAL,180,120,1.5,0,46.5,0.22,MICROMOLAR,1.5,NaN,2,4,265.353,1.9891,TRUE
1159,AMINOGLUTETHIMIDE,,0,ORAL,0,0,12.5,0,100,25.4,MICROMOLAR,1.5,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,2,3,232.283,1.3532,TRUE
1160,DIPIVEFRIN,,64,OPHTHALMIC,0,0,0,0,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,2,6,351.443,2.8424,TRUE
1161,ATENOLOL,,0,ORAL INJECTION,61,9.75,6.5,11,50,0,NaN,3,SOLUBILITY 26.5 MILLIGRAM / MILLILITER,3,4,266.341,0.4521,TRUE
1162,TOCAINIDE,,0,ORAL,117,8.5,15,10,100,31.5,MICROMOLAR,1.25,SOLUBILITY FREELY SOLUBLE IN WATER,2,2,192.262,1.58914,TRUE
1163,PINDOLOL,,0,ORAL,130,30,3.5,40,95,427,NANOMOLAR,1,SOLUBILITY SOLUBLE IN AQUAEOUS ACIDS,3,3,248.326,1.9056,TRUE
1164,CARPROFEN,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,2,272.711,2.8279,TRUE
1165,SULCONAZOLE,,0,TOPICAL,0,0,0,0,0,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,0,3,397.758,6.518,FALSE
1166,ECONAZOLE,,0,TOPICAL,0,0,0,0,0,1,NANOMOLAR,6.8,NaN,0,3,381.69,5.8014,FALSE
1167,KETOPROFEN,,0,ORAL,6.5,6.9,3.5,99,90,12.2,MICROMOLAR,1.25,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,3,253.277,1.771,TRUE
1168,FLURBIPROFEN,,0,ORAL OPHTHALMIC,7.8,1.08,5,99,96,57,MICROMOLAR,2,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,2,243.257,2.3461,TRUE
1169,FLECAINIDE,,0,ORAL,366,17.6,12,48,0,0,NaN,0,SOLUBILITY 48.4 MILLIGRAM / MILLILITER,2,4,414.346,3.4407,TRUE
1170,NIMODIPINE,,0,ORAL,66,54,1.5,95,13,0,NaN,1,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,8,418.446,2.9708,TRUE
1171,MEXILETINE,,0,ORAL,360,30,11,55,90,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,1,2,179.263,2.02944,TRUE
1172,ACEBUTOLOL,,1611  1612,ORAL,102,36,3.5,26,40,0,NaN,2.5,SOLUBILITY FREELY SOLUBLE IN WATER,3,5,336.432,2.3655,TRUE
1173,ETODOLAC,,0,ORAL,23,3,6.4,99,100,128,MICROMOLAR,1.3,SOLUBILITY INSOLUBLE IN WATER,1,3,286.351,2.0483,TRUE
1174,FLUOXETINE,,1609  1610,ORAL,1950,0,120,94.5,0,178,NANOMOLAR,7,SOLUBILITY 14 MILLIGRAM / MILLILITER,1,2,309.331,4.435,TRUE
1175,BEPRIDIL,,0,ORAL,0,0,42,99,0,6.8,MICROMOLAR,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,3,366.549,4.8302,TRUE
1176,TERAZOSIN,,0,ORAL,58,4,12,99,0,0,NaN,1,SOLUBILITY FREELY SOLUBLE IN WATER,1,8,387.44,1.0568,TRUE
1177,IPRATROPIUM,,0,INHALATION NASAL,0.43,0.15,2,9,3,NOT,DETECTABLE,0,SOLUBILITY FREELY SOLUBLE IN WATER,1,3,332.464,2.8541,TRUE
1178,PROPAFENONE,,0,ORAL,252,57,21,95,12,0,NaN,3.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,4,341.451,3.2414,TRUE
1179,METHACHOLINE,,0,INHALATION,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,0,2,160.237,0.6442,TRUE
1180,CARTEOLOL,,0,ORAL OPHTHALMIC,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,3,4,292.379,1.6991,TRUE
1181,BETAXOLOL,,0,OPHTHALMIC ORAL,312,13.26,18,50,89,70.3,NANOMOLAR,3,SOLUBILITY SOLUBLE IN WATER,2,4,307.434,2.3934,TRUE
1182,ESMOLOL,,0,INJECTION INTRAVENOUS,78,1300,0.15,55,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,2,5,295.379,1.5299,TRUE
1183,SUPROFEN,,0,OPHTHALMIC,2.6,2.96,2.1,99,0,0,NaN,0,NaN,0,4,259.306,1.8325,TRUE
1184,RIMANTADINE,,0,ORAL,219,3.9,39,40,0,510,NANOMOLAR,0,SOLUBILITY SOLUBLE IN WATER (50 MILLIGRAM / MILLILITER),1,1,179.307,2.55,TRUE
1185,EVEROLIMUS,,0,ORAL,358,8.2,30,74,0,0,NaN,0,SOLUBILITY POORLY SOLUBLE IN WATER,3,14,958.24,6.1972,FALSE
1186,AMLODIPINE,,0,ORAL,1365,27.3,40,93,77,0,NaN,8,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,7,408.882,2.2663,TRUE
1187,MIDODRINE,,176  360,ORAL,0,0,0.4,0,100,0,NaN,0.5,SOLUBILITY SOLUBLE IN WATER,3,5,254.286,-0.1879,TRUE
1188,FELODIPINE,,0,ORAL,650,48,14,99,20,2,NANOMOLAR,4.5,SOLUBILITY INSOLUBLE IN WATER,1,5,384.259,3.9643,TRUE
1189,LEVOCETIRIZINE,,0,ORAL OPHTHALMIC INTRAVENOUS,26,2.4,8,91,0,0.79,MICROMOLAR,2.2,SOLUBILITY VERY SOLUBLE IN WATER,0,5,387.887,1.8135,TRUE
1190,METIPRANOLOL,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,2,5,309.406,2.27486,TRUE
1191,BISOPROLOL,,0,ORAL,156,14.4,10,30,80,0.21,MICROMOLAR,3,SOLUBILITY SOLUBLE IN WATER,2,5,325.449,2.3659,TRUE
1192,ONDANSETRON,,0,INJECTION ORAL,107,24.7,3.5,73,0,0.34,MICROMOLAR,0,SOLUBILITY SOLUBLE IN WATER,0,4,293.37,3.12852,TRUE
1193,LOMEFLOXACIN,,0,ORAL,97.3,8.7,7.75,10,97,9.1,MICROMOLAR,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,6,350.345,0.4612,TRUE
1194,DESFLURANE,,0,INHALATION,0,0,0,0,0,0,NaN,0,NaN,0,1,168.036,2.0835,TRUE
1195,HALOFANTRINE,,0,ORAL,0,0,192,0,0,9.8,MICROMOLAR,0,SOLUBILITY PRATICALLY INSOLUBLE IN WATER,1,2,500.432,8.6443,FALSE
1196,CARVEDILOL,,0,ORAL,115,36,8.5,98,30,0,NaN,0,SOLUBILITY PRATICALLY INSOLUBLE IN WATER,3,5,406.482,3.738,TRUE
1197,BICALUTAMIDE,,0,ORAL,64,0.32,139,96,0,1.78,MICROMOLAR,0,SOLUBILITY PRATICALLY INSOLUBLE IN WATER AT 37 DEGREE CELCIUS 5 MICROGRAM / MILLILITER,2,5,430.379,2.87958,TRUE
1198,DONEPEZIL,,0,ORAL TRANSDERMAL,910,8.4,70,96,0,160,NANOMOLAR,3,SOLUBILITY SOLUBLE IN WATER,0,4,379.5,4.3611,TRUE
1199,GREPAFLOXACIN,,0,ORAL,325,15,15,50,70,4.95,MICROMOLAR,0,SOLUBILITY SOLUBLE IN WATER,1,6,358.393,0.94552,TRUE
1200,THALIDOMIDE,,0,ORAL,61.7,8,7.29,55,0,10.9,MICROMOLAR,4.3,SOLUBILITY SPARINGLY SOLUBLE IN WATER,1,4,258.233,0.0878,TRUE
1201,EPINASTINE,,0,OPHTHALMIC,969,56,12,64,0,0.16,NANOMOLAR,0,NaN,1,3,249.317,2.4668,TRUE
1202,LACTIC ACID,,0,INJECTION VAGINAL,0,0,0,0,0,0,NaN,0,NaN,1,3,89.07,-1.8829,TRUE
1203,ILOPROST,,0,INHALATION,24,62,0.57,60,0,NOT,DETECTABLE,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN DISTILLED WATER BUFFER PH 5,2,4,359.486,2.2066,TRUE
1204,LENALIDOMIDE,,0,ORAL,0,0,3,30,0,0,NaN,3.25,SOLUBILITY SOLUBLE IN ORGANIC SOLVENT/WATER MIXTURES,2,4,259.265,0.0298,TRUE
1205,PALIPERIDONE,713  1487  1488,0,ORAL,391,10.8,25,74,0,0,NaN,3,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,7,426.492,3.08132,TRUE
1206,METHANTHELINE,,0,ORAL,0,0,2,0,0,73.5,NANOMOLAR,0,NaN,0,3,340.443,3.9538,TRUE
1207,NOREPINEPHRINE,1722  1817,0,INJECTION INTRAVENOUS,0,0,0,0,0,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,4,4,169.18,0.0899,TRUE
1208,PHENTOLAMINE,,0,INJECTION,0,0,2.5,0,100,0,NaN,0.25,SOLUBILITY SPARINGLY SOLUBLE IN WATER,2,4,281.359,2.84042,TRUE
1209,PRIMAQUINE,,0,ORAL,292,37.6,5.6,0,0,16,NANOMOLAR,0,NaN,2,4,259.353,2.7827,TRUE
1210,PRIMAQUINE,,0,ORAL,292,37.6,5.6,0,0,16,NANOMOLAR,0,NaN,2,4,259.353,2.7827,TRUE
1211,OXYPHENONIUM,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,3,348.507,3.4841,TRUE
1212,OXYPHENONIUM,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,3,348.507,3.4841,TRUE
1213,ERGOLOID,,0,SUBLINGUAL ORAL,0,0,3.85,0,50,0,NaN,2.25,NaN,3,6,591.753,2.9107,FALSE
1214,BENZTROPINE,,0,ORAL INJECTION,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,0,2,307.437,4.4178,TRUE
1215,CYCLIZINE,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,0,2,266.388,3.0234,TRUE
1216,DIHYDROCODEINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,1,4,301.386,1.7251,TRUE
