ID,Name,Route,Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Tmax(hour),Molecular_Weight,LogP,MolMR,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,TPSA,FractionCSP3,LabuteASA,NumAmideBonds,vd
558,ACEBUTOLOL,ORAL,36,3.5,26,40,0,2.5,336.432,2.3655,94.6247,24,308.208,3,6,5,3,6,10,134,87.66,0.555555556,143.141256,1,102
559,ETODOLAC,ORAL,3,6.4,99,100,128,1.3,286.351,2.0483,78.9257,21,266.191,1,4,3,1,4,4,112,65.15,0.470588235,123.670177,0,23
561,FLUOXETINE,ORAL,0,120,94.5,0,178,7,309.331,4.435,79.7987,22,291.187,1,2,2,1,5,6,118,21.26,0.294117647,127.4732215,0,1950
562,LEVOCARNITINE,ORAL INJECTION,4,17.4,0,15,80,3.3,161.201,-1.8065,38.5302,11,146.081,1,4,3,1,4,4,66,60.36,0.857142857,66.64869848,0,100.4
563,AMIODARONE,ORAL INJECTION,21.4,1392,96,50,40,5,645.319,6.9362,143.4175,31,616.087,0,4,4,0,6,11,166,42.68,0.4,211.5374316,0,3900
564,ENALAPRIL,ORAL,0,0,0,60,0,0,375.445,0.2699,97.5237,27,348.229,1,7,6,1,7,9,148,98.77,0.55,159.2368027,1,0
565,BEPRIDIL,ORAL,0,42,99,0,6.8,0,366.549,4.8302,114.186,27,332.277,0,3,3,0,3,10,146,15.71,0.5,164.4951841,0,0
567,GUANFACINE,ORAL,17.5,16,70,0,10.1,3,246.097,1.3359,60.9828,15,237.025,4,4,1,4,6,2,80,81.47,0.111111111,96.8693879,1,364
569,TERAZOSIN,ORAL,4,12,99,0,0,1,387.44,1.0568,104.8214,28,362.24,2,9,8,2,9,4,150,103.04,0.526315789,162.9167804,1,58
570,ESTAZOLAM,ORAL,0,17,93,0,0,2,294.745,3.2717,82.154,21,283.657,0,4,4,0,5,1,102,43.07,0.0625,126.2951148,0,0
573,PROPAFENONE,ORAL,57,21,95,12,0,3.5,341.451,3.2414,100.198,25,314.235,2,4,4,2,4,11,134,58.56,0.380952381,149.3921396,0,252
575,TRIENTINE,ORAL,0,0,0,0,0,0,146.238,-1.917,43.8482,10,128.094,6,4,4,6,4,7,62,76.1,1,62.34346736,0,0
577,MISOPROSTOL,ORAL,0,0,0,0,0,0,382.541,3.9536,106.2346,27,344.237,2,5,5,2,5,13,156,83.83,0.818181818,163.7326582,0,0
580,MISOPROSTOL,ORAL,0,0,0,0,0,0,382.541,3.9536,106.2346,27,344.237,2,5,5,2,5,13,156,83.83,0.818181818,163.7326582,0,0
584,FENOFIBRATE,ORAL,0,0,0,60,0,0,360.837,4.68,97.2615,25,339.669,0,4,4,0,5,6,132,52.6,0.3,152.2614351,0,0
590,ETRETINATE,ORAL,0,0,0,0,0,0,354.49,5.64556,109.526,26,324.25,0,3,3,0,3,7,140,35.53,0.347826087,157.2656195,0,0
592,PERGOLIDE,ORAL,462,21,90,0,0,2.5,314.498,4.2711,96.8847,22,288.29,1,2,2,1,3,4,118,19.03,0.578947368,137.2078727,0,14000
595,PINACIDIL,ORAL,31.5,2,0,57,408,0,245.33,2.35478,72.9604,18,226.178,2,5,3,2,5,2,96,73.1,0.461538462,107.9582146,0,91
597,ISRADIPINE,ORAL,84,8,95,19.5,53.9,1.5,371.393,2.5822,96.3247,27,350.225,1,8,8,1,8,4,142,103.55,0.368421053,155.7086126,0,195
598,PINACIDIL,ORAL,31.5,2,0,57,408,0,245.33,2.35478,72.9604,18,226.178,2,5,3,2,5,2,96,73.1,0.461538462,107.9582146,0,91
599,FAMOTIDINE,ORAL INJECTION,25.3,2.8,17,45,181,2,337.456,-0.768,83.0924,20,322.336,8,9,6,8,12,7,112,175.83,0.375,124.2855961,0,84.5
602,CLOFAZIMINE,ORAL,0,1680,0,53,2.1,10,473.407,7.4898,138.1357,33,451.231,1,4,4,1,6,4,164,42.21,0.111111111,202.0591861,0,0
603,NIZATIDINE,ORAL,50,1.5,35,70,10.8,1.75,331.467,1.3225,87.8068,21,310.299,2,7,8,2,9,10,118,83.33,0.583333333,132.5219342,0,74.7
606,ISRADIPINE,ORAL,84,8,95,19.5,53.9,1.5,371.393,2.5822,96.3247,27,350.225,1,8,8,1,8,4,142,103.55,0.368421053,155.7086126,0,195
607,LISINOPRIL,ORAL,4.6,42,0,25,0,7,403.479,-1.4342,103.1291,29,374.247,3,8,7,3,8,12,160,138.62,0.571428571,170.622324,1,57.8
609,MEFLOQUINE,ORAL,1.8,504,98,85,5.29,17,378.316,4.4479,82.3485,26,362.188,2,3,3,2,9,2,142,45.15,0.470588235,144.5837297,0,1300
611,NABUMETONE,ORAL,0,0,0,0,0,0,228.291,3.37,69.502,17,212.163,0,2,2,0,2,4,88,26.3,0.266666667,101.2128456,0,0
612,URSODIOL,ORAL,0,0,70,0,0,0,391.572,3.1432,106.0186,28,352.26,2,4,4,2,4,4,160,80.59,0.958333333,169.6538184,0,0
614,ENOXACIN,ORAL,21,4.5,40,90,6.2,2,319.316,-0.6714,81.0482,23,303.188,1,7,7,1,8,3,122,90.29,0.4,130.903608,0,130
616,LOVASTATIN,ORAL,0,4.5,95,30,19.3,2,404.547,4.1955,110.8378,29,368.259,1,5,5,1,5,6,162,72.83,0.75,174.0805885,0,0
618,RIMANTADINE,ORAL,3.9,39,40,0,510,0,179.307,2.55,54.2544,13,158.139,2,1,1,2,1,1,74,26.02,1,81.07601152,0,219
619,NORGESTIMATE,ORAL,0,0,0,0,0,0,369.505,4.7145,104.2545,27,338.257,1,4,4,1,4,2,146,58.89,0.739130435,161.9729374,0,0
620,ZIDOVUDINE,ORAL INJECTION,104,1.75,38,60,0,1,267.245,-0.19628,64.6065,19,254.141,2,9,6,2,9,3,102,133.08,0.6,106.6290373,0,104
621,LORATADINE,ORAL,0,8.4,98,0,10,1.3,382.891,4.8878,106.948,27,359.707,0,4,3,0,5,1,140,42.43,0.363636364,164.3594105,1,0
624,INDECAINIDE,ORAL,0,0,0,0,0,0,308.425,3.2166,94.2251,23,284.233,3,3,2,3,3,6,120,55.12,0.35,137.4534781,1,0
625,OLSALAZINE,ORAL,4.6,0.9,99,2.4,6.2,1,300.226,-1.6612,70.732,22,292.162,2,8,8,2,8,4,112,141.95,0,123.2484911,0,4.5
627,MORICIZINE,ORAL,150,1.9,93.5,36,2.3,0.8,427.526,4.1066,116.6737,30,402.326,1,7,6,1,8,5,158,71.11,0.363636364,179.8690304,2,300
628,CLOZAPINE,ORAL,9.7,8,97,0,977,2.5,326.831,2.0299,94.4357,23,307.679,1,4,4,1,5,1,118,30.87,0.277777778,140.2450029,0,104
631,SIMVASTATIN,ORAL,0,4.5,95,5,0,4,418.574,4.5856,115.4548,30,380.27,1,5,5,1,5,6,168,72.83,0.76,180.4455307,0,0
633,LEVAMLODIPINE,ORAL,27.3,40,93,77,0,8,408.882,2.2663,105.5771,28,383.682,3,7,7,3,8,8,152,99.88,0.4,169.0122545,0,1365
636,MIDODRINE,ORAL,0,0.4,0,100,0,0.5,254.286,-0.1879,66.5699,18,236.142,4,6,5,4,6,6,100,93.81,0.416666667,105.693655,1,0
637,ACITRETIN,ORAL,0,49,99.9,72,1.27,2.7,325.428,3.83236,97.9,24,300.228,0,3,3,0,3,6,128,49.36,0.285714286,144.2164238,0,0
639,FELODIPINE,ORAL,48,14,99,20,2,4.5,384.259,3.9643,96.3877,25,365.107,1,5,5,1,7,4,134,64.63,0.333333333,156.1322006,0,650
641,SERTRALINE,ORAL,0,26,98,0,464,6.4,306.236,5.1796,85.7817,20,289.1,1,1,1,1,3,2,104,12.03,0.294117647,129.4637714,0,0
643,BENAZEPRIL,ORAL,0,0,96.7,37,0,0.75,423.489,1.2384,114.2307,31,396.273,1,7,6,1,7,9,164,98.77,0.375,181.5640127,1,0
644,PENICILLAMINE,ORAL,0,4.3,80,55,10,2,148.207,-1.228,36.0474,9,138.127,2,3,4,2,4,2,54,66.15,0.8,59.6497327,0,0
647,QUINAPRIL,ORAL,0,0,97,60,0,1,437.516,1.2324,117.2727,32,408.284,1,7,6,1,7,9,170,98.77,0.4,187.9289548,1,0
648,PRAVASTATIN,ORAL,54.6,1.8,50,17,62.5,1.25,423.526,1.1057,108.8144,30,388.246,3,7,7,3,7,10,170,127.12,0.739130435,177.9906336,0,29.9
649,RAMIPRIL,ORAL,0,0,73,28,0,1,415.51,1.0485,109.1687,30,384.262,1,7,6,1,7,9,164,98.77,0.608695652,177.3257979,1,0
650,CLOMIPRAMINE,ORAL,31.9,32,97,0,693,4,314.86,4.5284,95.479,22,291.676,0,2,2,0,3,4,116,6.48,0.368421053,137.8601945,0,845
653,FOSINOPRIL,ORAL,0,0,0,36,0,0,562.664,4.7866,148.0045,39,517.304,0,8,7,0,9,14,218,113.04,0.7,232.8203459,1,0
654,ALTRETAMINE,ORAL,0,0,94,0,99,1.5,210.285,0.0696,62.808,15,192.141,0,6,6,0,6,3,84,48.39,0.666666667,90.55950076,0,0
658,FLUCONAZOLE,ORAL INJECTION,0.9,30,60,90,21.9,1.5,306.276,0.7358,70.2988,22,294.18,1,7,7,1,9,5,114,81.65,0.230769231,123.4194853,0,48.7
661,TICLOPIDINE,ORAL,0,108,98,80,0,2,263.793,3.9598,73.589,17,249.681,0,1,2,0,3,2,88,3.24,0.285714286,110.6458978,0,0
662,BISOPROLOL,ORAL,14.4,10,30,80,0.21,3,325.449,2.3659,91.8265,23,294.201,2,5,5,2,5,12,132,59.95,0.666666667,139.4954401,0,156
663,SUCCIMER,ORAL,0,48,95,20,0,1.5,180.206,-2.917,35.562,10,176.174,0,4,6,0,6,3,58,80.26,0.5,68.0557224,0,0
665,LOMEFLOXACIN,ORAL,8.7,7.75,10,97,9.1,0,350.345,0.4612,87.8062,25,332.201,1,6,6,1,8,3,134,77.4,0.411764706,142.2144375,0,97
666,PAROXETINE,ORAL,70.2,21,94,0,187,5.2,329.371,3.3265,88.1777,24,309.211,1,4,4,1,5,4,126,39.72,0.368421053,140.0874631,0,1170
668,LEVAMISOLE,ORAL,0,0,0,0,0,0,204.298,2.1461,60.649,14,192.202,0,2,3,0,3,1,72,15.6,0.363636364,88.02271757,0,0
671,ITRACONAZOLE,ORAL INJECTION,22.8,64,99.8,55,3.2,4.6,705.647,5.5773,188.176,49,667.343,0,12,12,0,14,11,256,104.7,0.371428571,293.8844571,0,796
675,TACRINE,ORAL,218,3,55,17,0,1.5,198.269,2.6958,62.7974,15,184.157,2,2,2,2,2,0,76,38.91,0.307692308,89.12654363,0,349
676,DESOGESTREL,ORAL,0,0,0,84,0,0,310.481,4.8697,94.6258,23,280.241,1,1,1,1,1,1,124,20.23,0.727272727,140.7939639,0,0
678,ITRACONAZOLE,ORAL INJECTION,22.8,64,99.8,55,3.2,4.6,705.647,5.5773,188.176,49,667.343,0,12,12,0,14,11,256,104.7,0.371428571,293.8844571,0,796
685,VENLAFAXINE,ORAL,84.5,5,27,92,812,2,277.408,3.0356,82.3238,20,250.192,1,3,3,1,3,5,112,32.7,0.647058824,122.1075479,0,487
686,VENLAFAXINE,ORAL,84.5,5,27,92,812,2,277.408,3.0356,82.3238,20,250.192,1,3,3,1,3,5,112,32.7,0.647058824,122.1075479,0,487
687,NEFAZODONE,ORAL,29.2,3,99,20,0,1,470.017,3.5519,132.524,33,437.761,0,7,7,0,8,10,176,55.53,0.44,199.6889775,0,35.4
688,DIDANOSINE,ORAL,50,1.5,5,42,0,0.8,236.231,-0.2105,58.3785,17,224.135,2,7,6,2,7,2,90,93.03,0.5,96.079324,0,70.3
690,NILUTAMIDE,ORAL,0,45,82,100,0,0,317.223,2.4484,68.1951,22,307.143,1,7,4,1,10,2,118,92.55,0.333333333,121.3975466,3,0
691,FINASTERIDE,ORAL,9.9,6,90,63,99.4,1.5,372.553,3.8145,106.8424,27,336.265,2,4,2,2,4,1,150,58.2,0.826086957,163.4778185,2,76
692,PERINDOPRIL,ORAL,0,0.9,60,75,0,1,367.466,0.6059,93.9307,26,336.218,1,7,6,1,7,8,148,98.77,0.842105263,154.9985879,1,0
693,FELBAMATE,ORAL,1.6,21.5,25,90,0,0,238.243,0.9608,60.2538,17,224.131,4,6,4,4,6,5,92,104.64,0.272727273,98.48602974,2,49.1
695,ZALCITABINE,ORAL,17.1,2,0,80,119.4,0.8,211.221,-0.5046,53.1392,15,198.117,3,6,6,3,6,2,82,90.37,0.555555556,86.30874177,0,34.7
696,CISAPRIDE,ORAL,6,4,98,37.5,0,1.25,465.953,3.3581,122.0366,32,436.721,3,7,6,3,9,9,174,86.05,0.434782609,192.1175754,1,180
700,CANDESARTAN CILEXETIL,ORAL,0,0,0,0,0,0,610.671,6.3191,164.3702,45,576.399,1,12,11,1,12,10,232,143.34,0.333333333,259.2122367,0,0
704,GABAPENTIN,ORAL,7.6,5.5,3,75,16.26,0,170.232,0.0356,44.1964,12,154.104,2,3,3,2,3,3,70,66.15,0.888888889,72.94860334,0,76
706,SPIRAPRIL,ORAL,0,0,0,0,0,0,465.617,1.0561,120.5537,31,436.385,1,7,8,1,9,9,170,98.77,0.590909091,191.2070758,1,0
707,LAMOTRIGINE,ORAL,2.2,25.4,55,98,0,1.7,256.096,2.0098,64.1078,16,249.04,4,5,5,4,7,1,82,90.71,0,101.4022087,0,71.5
708,FLUVOXAMINE,ORAL,72,15.6,80,53,1.71,5.5,318.339,3.2015,78.7144,22,297.171,2,4,4,2,7,9,124,56.84,0.533333333,127.6288305,0,1625
709,HALOFANTRINE,ORAL,0,192,0,0,9.8,0,500.432,8.6443,132.3088,33,470.192,1,2,2,1,7,10,180,23.47,0.461538462,202.8312436,0,0
710,ATOVAQUONE,ORAL,0.6,62.5,99.9,47,41.2,0,366.844,5.3485,101.4793,26,347.692,1,3,3,1,4,2,132,54.37,0.272727273,156.8571973,0,39
711,FLUVASTATIN,ORAL,5.2,3,98,24,0,1,410.465,3.2934,113.0056,30,385.265,2,5,5,2,6,8,158,85.52,0.291666667,174.2588706,0,22.7
714,TRAMADOL,ORAL,23,6.7,20,75,2.25,2.3,263.381,2.6346,77.4028,19,238.181,1,3,3,1,3,4,106,32.7,0.625,115.7426058,0,188
715,CARVEDILOL,ORAL,36,8.5,98,30,0,0,406.482,3.738,118.6652,30,380.274,3,6,5,3,6,10,156,75.74,0.25,174.9353711,0,115
716,MOEXIPRIL,ORAL,26.4,0,0,13,0,0,497.568,1.2496,130.3767,36,464.304,1,9,8,1,9,11,194,117.23,0.444444444,210.8859295,1,0
717,ANAGRELIDE,ORAL,0,1.5,0,70,0,1,256.092,1.9263,62.1097,16,249.036,1,4,3,1,6,0,82,44.7,0.2,101.8525822,1,0
719,MIRTAZAPINE,ORAL,31.2,30,85,50,0,2,265.36,2.4789,81.069,20,246.208,0,3,3,0,3,0,102,19.37,0.352941176,119.405803,0,273
720,NISOLDIPINE,ORAL,58.5,9.5,99,5,0,9,388.42,3.2018,102.1861,28,364.228,1,8,7,1,8,6,150,107.77,0.4,162.9085281,0,357
721,METFORMIN,ORAL,28.8,17.6,0,55,13.9,7,130.175,-2.85383,35.6692,9,118.079,6,5,1,6,5,0,52,90.73,0.5,53.85436592,0,654
722,FAMCICLOVIR,ORAL,0,0,0,77,0,0,321.337,0.541,81.1084,23,302.185,2,9,9,2,9,7,124,122.22,0.5,132.3656479,0,0
723,LOSARTAN,ORAL,36,2,98.7,33,0,1,422.92,4.2668,115.9235,30,399.736,2,7,6,2,8,8,154,92.51,0.272727273,179.3020834,0,34
725,TIZANIDINE,ORAL,42.9,2.5,30,40,0,0,253.718,1.7158,66.3524,16,245.654,2,5,6,2,7,1,82,62.2,0.222222222,100.8622151,0,156
728,STAVUDINE,ORAL,35.6,1.6,0,86,2.4,1,224.216,-0.70908,56.1955,16,212.12,2,6,5,2,6,2,86,84.32,0.4,90.80571225,0,46
729,MIRTAZAPINE,ORAL,31.2,30,85,50,0,2,265.36,2.4789,81.069,20,246.208,0,3,3,0,3,0,102,19.37,0.352941176,119.405803,0,273
735,ZILEUTON,ORAL,27.3,2.5,93,0,21.1,1.7,236.296,2.7322,63.4489,16,224.2,3,4,3,3,5,2,84,66.56,0.181818182,96.85777598,2,78
736,ZILEUTON,ORAL,27.3,2.5,93,0,21.1,1.7,236.296,2.7322,63.4489,16,224.2,3,4,3,3,5,2,84,66.56,0.181818182,96.85777598,2,78
739,ACARBOSE,ORAL,8.5,2,0,2,0,1,645.608,-8.5645,137.7351,44,602.264,14,19,19,14,19,9,256,321.17,0.92,250.2275612,0,20.8
740,VALACYCLOVIR,ORAL,0,0,15.7,54,17.4,0,324.341,-0.7976,82.2855,23,304.181,5,10,9,5,10,7,126,151.14,0.538461538,131.3405965,0,0
742,GLIMEPIRIDE,ORAL,2.8,5.08,95.5,100,353,2.5,490.626,3.074,128.5219,34,456.354,3,9,5,3,10,7,186,124.68,0.541666667,200.9538583,5,8.8
743,BICALUTAMIDE,ORAL,0.32,139,96,0,1.78,0,430.379,2.87958,93.8653,29,416.267,2,6,5,2,11,5,154,107.26,0.222222222,162.8638877,1,64
744,TOPIRAMATE,ORAL,1.5,21,28,80,0,2,339.366,-0.3954,71.6042,22,318.198,2,9,8,2,10,3,128,115.54,1,128.7270627,0,45.4
748,TRANDOLAPRIL,ORAL,52,6,80,10,0,1,429.537,1.4386,113.7857,31,396.273,1,7,6,1,7,9,170,98.77,0.625,183.69074,1,18
749,FEXOFENADINE,ORAL,0,14.4,65,0,820,2.6,500.659,4.1758,143.7156,37,462.355,2,5,5,2,5,10,196,83.83,0.40625,219.953007,0,0
750,ANASTROZOLE,ORAL,0,50,40,0,0,2,293.374,2.92876,82.844,22,274.222,0,5,5,0,5,4,112,78.29,0.411764706,130.3850172,0,0
751,ZAFIRLUKAST,ORAL,20,10,99,0,567,3,575.687,5.69592,156.9097,41,542.423,2,9,7,2,10,8,214,115.73,0.290322581,239.065555,2,70
753,ALENDRONATE,ORAL,12,87600,78,0.64,0,0,245.064,-3.8012,38.4512,14,235.992,3,8,8,3,10,5,86,172.63,1,80.07101766,0,28
754,LAMIVUDINE,ORAL,23.9,6,36,87,15.1,1.3,229.261,-0.5941,56.3632,15,218.173,3,6,7,3,7,2,82,90.37,0.5,90.06690968,0,84.5
756,BETAINE,ORAL,0,0,0,0,0,0,117.148,-1.5575,27.9064,8,106.06,0,3,2,0,3,2,48,40.13,0.8,49.12458049,0,0
757,TAMSULOSIN,ORAL,2.88,14.9,96.5,90,101.9,5,408.52,2.3409,108.6419,28,380.296,3,7,6,3,8,11,154,99.88,0.4,166.3991987,0,16
760,FEBUXOSTAT,ORAL,5.3,6.5,99.2,49,8.22,1.25,315.374,2.3885,81.6655,22,300.254,0,5,6,0,6,5,114,86.04,0.3125,132.3649841,0,50
762,RILUZOLE,ORAL,0,12,96,60,739,0,234.202,2.7771,50.7154,15,229.162,2,3,4,2,7,1,80,48.14,0.125,86.28806315,0,245
764,SIBUTRAMINE,ORAL,1750,1.1,97,0,0,1.2,279.855,4.738,83.911,19,253.647,0,1,1,0,2,5,106,3.24,0.647058824,122.5030351,0,0
765,FEXOFENADINE,ORAL,0,14.4,65,0,820,2.6,500.659,4.1758,143.7156,37,462.355,2,5,5,2,5,10,196,83.83,0.40625,219.953007,0,0
768,SIBUTRAMINE,ORAL,1750,1.1,97,0,0,1.2,279.855,4.738,83.911,19,253.647,0,1,1,0,2,5,106,3.24,0.647058824,122.5030351,0,0
770,NEVIRAPINE,ORAL,1.17,45,60,93,16.9,0,266.304,2.65122,76.3252,20,252.192,1,5,4,1,5,1,100,58.12,0.266666667,116.2120595,1,78.6
772,TIAGABINE,ORAL,6.5,8,96,90,0,0.75,374.551,3.71014,103.979,25,350.359,0,3,5,0,5,6,134,43.37,0.45,157.1686846,0,71.5
773,ROPINIROLE,ORAL,47,6,40,55,0,1.5,260.381,2.8457,79.5017,19,236.189,1,3,2,1,3,7,104,32.34,0.5625,115.5462111,1,487.5
774,RITONAVIR,ORAL,8.8,4,98.5,0,15.5,3,720.962,5.9052,196.8969,50,672.578,4,11,9,4,13,17,268,145.78,0.432432432,302.0583739,4,26.6
775,CABERGOLINE,ORAL,192,66,41,0,0.11,2.5,451.615,3.1939,132.3654,33,414.319,2,7,4,2,7,8,178,71.68,0.538461538,196.3423282,3,18285
776,VALSARTAN,ORAL,2,6,95,25,0,3,434.52,2.827,118.7577,32,406.296,1,8,6,1,8,10,168,114.9,0.375,187.2105315,1,17
777,ALBENDAZOLE,ORAL,0,0,0,0,0,0,265.338,3.2433,73.1364,18,250.218,2,5,4,2,6,4,96,67.01,0.333333333,109.3146262,1,0
779,SPARFLOXACIN,ORAL,11.4,20,45,92,3.3,4.5,391.398,0.7469,99.4106,28,370.23,3,7,7,3,9,3,150,103.42,0.473684211,159.2783813,0,253
780,MIGLITOL,ORAL,6.6,2,4,0,0,2.5,207.226,-3.2621,47.553,14,190.09,5,6,6,5,6,3,84,104.39,1,82.01901711,0,11.7
781,MIFEPRISTONE,ORAL,0,18,98,69,4.6,1.5,429.604,5.4065,129.4318,32,394.324,1,3,3,1,3,2,168,40.54,0.551724138,192.137356,0,0
784,GREPAFLOXACIN,ORAL,15,15,50,70,4.9,0,358.393,0.94552,95.1822,26,337.225,1,6,6,1,7,3,138,77.4,0.473684211,149.7729552,0,325
786,TOLCAPONE,ORAL,7,2.5,99.9,65,21.9,2,273.244,2.54542,71.0375,20,262.156,2,6,5,2,6,3,102,100.67,0.071428571,113.6213469,0,9
787,ATORVASTATIN,ORAL,18.8,14,98,14,0,1.5,557.642,4.9789,154.6178,41,523.37,3,7,6,3,8,12,214,114.62,0.272727273,238.4573239,1,381
788,MODAFINIL,ORAL,2.6,15,60,0,0,3,273.357,2.01,76.9308,19,258.237,2,3,2,2,4,5,98,60.16,0.133333333,114.4589907,1,58
790,TROGLITAZONE,ORAL,29.7,25,99,0,6.39,0,441.549,4.37426,120.2305,31,414.333,2,6,6,2,7,5,164,84.86,0.416666667,185.873481,2,1202
792,LETROZOLE,ORAL,2.22,48,39,0,0,0,285.31,2.65916,79.577,22,274.222,0,5,5,0,5,3,104,78.29,0.058823529,127.2524587,0,123.5
793,CERIVASTATIN,ORAL,12.5,3,99,60,27.6,2,458.55,3.546,123.8106,33,425.286,2,6,6,2,7,11,180,102.71,0.461538462,194.315978,0,19.5
794,REPAGLINIDE,ORAL,38,1,98,56,145.5,1,451.587,3.8852,128.4902,33,416.307,1,6,5,1,6,10,178,81.7,0.481481481,196.4973169,1,31
795,EXEMESTANE,ORAL,500,24,90,0,0,2.9,296.41,4.0295,86.146,22,272.218,0,2,2,0,2,0,116,34.14,0.6,131.9040617,0,20000
796,IRBESARTAN,ORAL,9.9,13,90,70,0,1.75,428.54,4.7774,123.7587,32,400.316,1,7,5,1,7,7,164,87.13,0.4,187.5033779,1,73
797,NARATRIPTAN,ORAL,25.7,6,30,70,0,2.5,335.473,2.0688,94.3212,23,310.273,2,5,3,2,6,5,126,65.2,0.529411765,137.6713477,0,170
798,ORLISTAT,ORAL,0,1.5,99,0,0,8,495.745,6.8819,140.9127,35,442.321,1,6,5,1,6,23,204,81.7,0.896551724,214.213318,1,0
800,TOLTERODINE,ORAL,534,2,96.3,0,4.92,1.5,325.496,5.34142,102.7238,24,294.248,1,2,2,1,2,7,130,23.47,0.454545455,146.6919859,0,113
801,THALIDOMIDE,ORAL,8,7.29,55,0,10.9,4.3,258.233,0.0878,63.1137,19,248.153,1,6,4,1,6,1,96,83.55,0.230769231,107.9301199,4,61.7
802,ZONISAMIDE,ORAL,1.17,63,40,0,0,4,212.23,0.6163,50.8202,14,204.166,2,5,4,2,6,2,74,86.19,0.125,80.54400991,0,94
803,ENTACAPONE,ORAL,51,0.9,98,35,3.93,1,305.29,1.78138,77.944,22,290.17,2,8,6,2,8,5,116,127.7,0.285714286,126.2167157,1,20
804,RALOXIFENE,ORAL,2866,27.7,95,2,1.05,0,473.594,6.0752,136.2511,34,446.378,2,5,6,2,6,7,174,70,0.25,202.4046936,0,152620
809,MONTELUKAST,ORAL,2.7,4.1,99,64,0,3.5,585.189,7.6133,168.6208,41,549.909,1,4,5,1,6,12,212,73.25,0.314285714,251.0370253,0,9.5
812,RISEDRONATE,ORAL,7.3,561,24,0.63,0,1,279.081,-2.9024,48.1038,17,272.025,1,8,8,1,10,4,96,159.5,0.285714286,96.27798492,0,897
814,TELMISARTAN,ORAL,48,24,99.5,58,0,0.75,513.621,5.92972,153.4835,39,484.389,0,6,6,0,6,7,194,75.77,0.181818182,226.7539252,0,500
815,ZALEPLON,ORAL,195,1,60,30,980,1,305.341,2.64078,86.839,23,290.221,0,6,5,0,6,3,114,74.29,0.176470588,133.1530533,1,91
816,CILOSTAZOL,ORAL,0,12,96.5,0,3.25,2,369.469,3.4647,101.7647,27,342.253,1,7,6,1,7,7,144,81.93,0.6,159.0294486,1,0
821,CAPECITABINE,ORAL,0,0.75,60,0,0,1.5,359.354,0.7602,84.5483,25,337.178,3,9,8,3,10,6,140,122.91,0.666666667,142.9432024,1,0
822,LEFLUNOMIDE,ORAL,0,0,0,0,0,0,270.21,3.25412,60.6372,19,261.138,1,4,3,1,7,2,100,55.13,0.166666667,105.7566477,1,0
825,PIOGLITAZONE,ORAL,6,5,99,0,0,2,356.447,3.1596,97.8777,25,336.287,1,5,5,1,6,7,130,68.29,0.315789474,150.7314127,2,41
826,DOFETILIDE,ORAL,20.2,10,65,90,0,2.5,441.575,1.9829,116.513,29,414.359,2,8,6,2,10,11,160,104.81,0.368421053,172.5377472,0,195
827,GEMIFLOXACIN,ORAL,26.8,7,65,71,4.13,1.25,388.379,-0.3687,97.7639,28,369.227,2,9,9,2,10,5,148,125.87,0.444444444,158.7455379,0,271
831,EFAVIRENZ,ORAL,0,64,99.6,0,5.35,5,315.678,4.0731,69.7887,21,306.606,1,3,2,1,7,0,110,38.33,0.357142857,122.9633051,1,0
832,RABEPRAZOLE,ORAL,15.6,1.5,96.3,52,1.84,3.5,359.451,2.98942,97.1681,25,338.283,1,6,5,1,7,8,132,77.1,0.333333333,148.6096156,0,14.3
834,CEVIMELINE,ORAL,54,5,20,0,0,1.75,199.319,1.5602,54.9,13,182.183,0,2,3,0,3,0,74,12.47,1,84.00272552,0,390
836,CELECOXIB,ORAL,27.7,11.2,97,0,1.85,3,381.379,3.51392,90.1122,26,367.267,2,5,4,2,9,3,136,77.98,0.117647059,147.479982,0,429
837,AMPRENAVIR,ORAL,0,7.7,90,0,8.23,1.3,505.637,2.4028,133.2327,35,470.357,4,9,7,4,10,11,192,131.19,0.48,206.8201224,1,0
838,OXCARBAZEPINE,ORAL,0,2,0,0,0,4.5,252.273,2.6422,72.6409,19,240.177,2,4,2,2,4,0,94,63.4,0.066666667,110.0002611,2,0
839,ELETRIPTAN,ORAL,20.6,4,85,50,0,1.5,382.529,3.821,109.8535,27,356.321,1,4,3,1,5,6,142,53.17,0.363636364,160.6782601,0,138
841,RIFAPENTINE,ORAL,2.03,13,97.7,70,17.1,5.5,877.045,5.64822,236.8112,63,812.533,6,16,15,6,16,5,344,220.15,0.574468085,368.3686962,1,70
846,ROFECOXIB,ORAL,8.46,17,87,93,1.02,2.5,314.362,2.5577,83.7668,22,300.25,0,4,4,0,5,3,112,60.44,0.117647059,128.5182394,0,91
848,GUAIFENESIN,ORAL,0,1,0,0,18.6,0.33,198.218,0.4272,51.5816,14,184.106,2,4,4,2,4,5,78,58.92,0.4,82.70672954,0,0
850,PIOGLITAZONE,ORAL,6,5,99,0,0,2,356.447,3.1596,97.8777,25,336.287,1,5,5,1,6,7,130,68.29,0.315789474,150.7314127,2,41
