ID,Name,Is_a_Metabolite,Has_a_Metabolite,Route,vd,Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),Solubility,No_of_H-bond_donors,No_of_H-bond_acceptors,Molecular_Weight,LogP,Meets
618,RIMANTADINE,,0,ORAL,219.0,3.9,39,40.0,0,510,NANOMOLAR,0.0,SOLUBILITY SOLUBLE IN WATER (50 MILLIGRAM / MILLILITER),1,1,179.307,2.55,True
619,NORGESTIMATE,,380  1423  531,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,4,369.505,4.7145,True
620,ZIDOVUDINE,,0,ORAL INJECTION,104.0,104.0,1.75,38.0,60,0,,1.0,SOLUBILITY OF 20.1 MILLIGRAM / MILLILITER IN WATER AT 25 DEGREE C,2,6,267.245,-0.19628,True
621,LORATADINE,,865,ORAL,0.0,0.0,8.4,98.0,0,10,NANOMOLAR,1.3,SOLUBILITY NOT SOLUBLE IN WATER,0,3,382.891,4.8878,True
624,INDECAINIDE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,2,2,308.425,3.2166,True
625,OLSALAZINE,,1399,ORAL,4.5,4.6,0.9,99.0,2.4,6.2,MICROMOLAR,1.0,SOLUBILITY SOLUBLE IN WATER,2,8,300.226,-1.6612,True
627,MORICIZINE,,0,ORAL,300.0,150.0,1.9,93.5,36,2.3,MICROMOLAR,0.8,,1,6,427.526,4.1066,True
628,CLOZAPINE,,0,ORAL,104.0,9.7,8,97.0,0,977,NANOMOLAR,2.5,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,1,4,326.831,2.0299,True
631,SIMVASTATIN,,1697,ORAL,0.0,0.0,4.5,95.0,5,0,,4.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,5,418.574,4.5856,True
633,LEVAMLODIPINE,,0,ORAL,1365.0,27.3,40,93.0,77,0,,8.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,7,408.882,2.2663,True
636,MIDODRINE,,176  360,ORAL,0.0,0.0,0.4,0.0,100,0,,0.5,SOLUBILITY SOLUBLE IN WATER,3,5,254.286,-0.1879,True
637,ACITRETIN,590,0,ORAL,0.0,0.0,49,99.9,72,1.27,MICROMOLAR,2.7,,0,3,325.428,3.83236,True
639,FELODIPINE,,0,ORAL,650.0,48.0,14,99.0,20,2,NANOMOLAR,4.5,SOLUBILITY INSOLUBLE IN WATER,1,5,384.259,3.9643,True
641,SERTRALINE,,0,ORAL,0.0,0.0,26,98.0,0,464,NANOMOLAR,6.4,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,1,306.236,5.1796,False
643,BENAZEPRIL,,1696,ORAL,0.0,0.0,0,96.7,37,0,,0.75,SOLUBILITY SOLUBLE IN WATER,1,6,423.489,1.2384,True
644,PENICILLAMINE,,0,ORAL,0.0,0.0,4.3,80.0,55,10,MICROMOLAR,2.0,SOLUBILITY FREELY SOLUBLE IN WATER,2,4,148.207,-1.228,True
647,QUINAPRIL,,1695,ORAL,0.0,0.0,0,97.0,60,0,,1.0,SOLUBILITY FREELY SOLUBLE IN WATER,1,6,437.516,1.2324,True
648,PRAVASTATIN,,0,ORAL,29.9,54.6,1.8,50.0,17,62.5,NANOMOLAR,1.25,SOLUBILITY SOLUBLE IN WATER,3,7,423.526,1.1057,True
649,RAMIPRIL,,1694,ORAL,0.0,0.0,0,73.0,28,0,,1.0,,1,6,415.51,1.0485,True
650,CLOMIPRAMINE,,1693,ORAL,845.0,31.9,32,97.0,0,693,NANOMOLAR,4.0,SOLUBILITY FREELY SOLUBLE IN WATER,0,2,314.86,4.5284,True
653,FOSINOPRIL,,1692,ORAL,0.0,0.0,0,0.0,36,0,,0.0,SOLUBILITY SOLUBLE IN WATER,0,7,562.664,4.7866,False
654,ALTRETAMINE,,0,ORAL,0.0,0.0,0,94.0,0,99,MICROMOLAR,1.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,6,210.285,0.0696,True
658,FLUCONAZOLE,,0,ORAL INJECTION,48.7,0.9,30,60.0,90,21.9,MICROMOLAR,1.5,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,7,306.276,0.7358,True
661,TICLOPIDINE,,1689  1690,ORAL,0.0,0.0,108,98.0,80,0,,2.0,SOLUBILITY FREELY SOLUBLE IN WATER,0,2,263.793,3.9598,True
662,BISOPROLOL,,0,ORAL,156.0,14.4,10,30.0,80,0.21,MICROMOLAR,3.0,SOLUBILITY SOLUBLE IN WATER,2,5,325.449,2.3659,True
663,SUCCIMER,,0,ORAL,0.0,0.0,48,95.0,20,0,,1.5,,2,6,180.206,-2.917,True
665,LOMEFLOXACIN,,0,ORAL,97.0,8.7,7.75,10.0,97,9.1,MICROMOLAR,0.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,6,350.345,0.4612,True
666,PAROXETINE,,0,ORAL,1170.0,70.2,21,94.0,0,187,NANOMOLAR,5.2,SOLUBILITY OF 5.4 MILLIGRAM / MILLILITER IN WATER,1,4,329.371,3.3265,True
668,LEVAMISOLE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,0,3,204.298,2.1461,True
671,ITRACONAZOLE,,0,ORAL INJECTION,796.0,22.8,64,99.8,55,3.2,MICROMOLAR,4.6,SOLUBILITY INSOLUBLE IN WATER,0,12,705.647,5.5773,False
675,TACRINE,,0,ORAL,349.0,218.0,3,55.0,17,0,,1.5,SOLUBILITY FREELY SOLUBLE IN DISTILLED WATER,1,2,198.269,2.6958,True
676,DESOGESTREL,,866,ORAL,0.0,0.0,0,0.0,84,0,,0.0,,1,1,310.481,4.8697,True
678,ITRACONAZOLE,,0,ORAL INJECTION,796.0,22.8,64,99.8,55,3.2,MICROMOLAR,4.6,SOLUBILITY INSOLUBLE IN WATER,0,12,705.647,5.5773,False
685,VENLAFAXINE,,1432  1433,ORAL,487.0,84.5,5,27.0,92,812,NANOMOLAR,2.0,SOLUBILITY 572 MILLIGRAM / MILLILITER IN WATER (LOGP 0.43),1,3,277.408,3.0356,True
686,VENLAFAXINE,,1432  1433,ORAL,487.0,84.5,5,27.0,92,812,NANOMOLAR,2.0,SOLUBILITY 572 MILLIGRAM / MILLILITER IN WATER (LOGP 0.43),1,3,277.408,3.0356,True
687,NEFAZODONE,,0,ORAL,35.4,29.2,3,99.0,20,0,,1.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,7,470.017,3.5519,True
688,DIDANOSINE,,1686,ORAL,70.3,50.0,1.5,5.0,42,0,,0.8,SOLUBILITY IN WATER 27.3 MILLIGRAM / MILLILITER (PH=6),2,6,236.231,-0.2105,True
690,NILUTAMIDE,,0,ORAL,0.0,0.0,45,82.0,100,0,,0.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,4,317.223,2.4484,True
691,FINASTERIDE,,0,ORAL,76.0,9.9,6,90.0,63,99.4,NANOMOLAR,1.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,2,372.553,3.8145,True
692,PERINDOPRIL,,1685,ORAL,0.0,0.0,0.9,60.0,75,0,,1.0,SOLUBILITY FREELY SOLUBLE IN WATER,1,6,367.466,0.6059,True
693,FELBAMATE,,0,ORAL,49.1,1.6,21.5,25.0,90,0,,0.0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,2,4,238.243,0.9608,True
695,ZALCITABINE,,1684,ORAL,34.7,17.1,2,0.0,80,119.4,NANOMOLAR,0.8,SOLUBILITY 76.4 MILLIGRAM / MILLILITER IN WATER,2,6,211.221,-0.5046,True
696,CISAPRIDE,,0,ORAL,180.0,6.0,4,98.0,37.5,0,,1.25,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,6,465.953,3.3581,True
700,CANDESARTAN CILEXETIL,,1557,ORAL,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,11,610.671,6.3191,False
704,GABAPENTIN,1507  1508,0,ORAL,76.0,7.6,5.5,3.0,75,16.26,MICROMOLAR,0.0,SOLUBILITY FREELY SOLUBLE IN WATER,1,3,170.232,0.0356,True
706,SPIRAPRIL,,1681,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,8,465.617,1.0561,True
707,LAMOTRIGINE,,0,ORAL,71.5,2.2,25.4,55.0,98,0,,1.7,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER (0.17 MILLIGRAM / MILLILITER),2,5,256.096,2.0098,True
708,FLUVOXAMINE,,0,ORAL,1625.0,72.0,15.6,80.0,53,1.71,MICROMOLAR,5.5,SOLUBILITY SPARINGLY SOLUBLE IN WATER,1,4,318.339,3.2015,True
709,HALOFANTRINE,,0,ORAL,0.0,0.0,192,0.0,0,9.8,MICROMOLAR,0.0,SOLUBILITY PRATICALLY INSOLUBLE IN WATER,1,2,500.432,8.6443,False
710,ATOVAQUONE,,0,ORAL,39.0,0.6,62.5,99.9,47,41.2,MICROMOLAR,0.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,3,366.844,5.3485,False
711,FLUVASTATIN,,0,ORAL,22.7,5.2,3,98.0,24,0,,1.0,SOLUBILITY SOLUBLE IN WATER,2,5,410.465,3.2934,True
714,TRAMADOL,,1674  1676  1678  1680,ORAL,188.0,23.0,6.7,20.0,75,2.25,MICROMOLAR,2.3,SOLUBILITY READILY SOLUBLE IN WATER (LOGP=1.35),1,3,263.381,2.6346,True
715,CARVEDILOL,,0,ORAL,115.0,36.0,8.5,98.0,30,0,,0.0,SOLUBILITY PRATICALLY INSOLUBLE IN WATER,3,5,406.482,3.738,True
716,MOEXIPRIL,,1673,ORAL,0.0,26.4,0,0.0,13,0,,0.0,SOLUBILITY SOLUBLE IN WATER,1,8,497.568,1.2496,True
717,ANAGRELIDE,,0,ORAL,0.0,0.0,1.5,0.0,70,0,,1.0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,1,3,256.092,1.9263,True
719,MIRTAZAPINE,,0,ORAL,273.0,31.2,30,85.0,50,0,,2.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,3,265.36,2.4789,True
720,NISOLDIPINE,,0,ORAL,357.0,58.5,9.5,99.0,5,0,,9.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,7,388.42,3.2018,True
721,METFORMIN,,0,ORAL,654.0,28.8,17.6,0.0,55,13.9,MICROMOLAR,7.0,SOLUBILITY FREELY SOLUBLE IN WATER,4,1,130.175,-2.85383,True
722,FAMCICLOVIR,,766,ORAL,0.0,0.0,0,0.0,77,0,,0.0,SOLUBILITY IS FREELY SOLUBLE (>25 PERCENT) IN WATER INITIALLY BUT RAPIDLY PRECIPITATES AS THE SPARINGLY SOLUBLE (2-3 PERCENT) MONOHYDRATE,1,9,321.337,0.541,True
723,LOSARTAN,,1671,ORAL,34.0,36.0,2,98.7,33,0,,1.0,SOLUBILITY FREELY SOLUBLE IN WATER,2,6,422.92,4.2668,True
725,TIZANIDINE,,0,ORAL,156.0,42.9,2.5,30.0,40,0,,0.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,6,253.718,1.7158,True
728,STAVUDINE,,0,ORAL,46.0,35.6,1.6,0.0,86,2.4,MICROMOLAR,1.0,SOLUBILITY 83 MILLIGRAM / MILLILITER IN WATER,2,5,224.216,-0.70908,True
729,MIRTAZAPINE,,0,ORAL,273.0,31.2,30,85.0,50,0,,2.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,0,3,265.36,2.4789,True
735,ZILEUTON,,0,ORAL,78.0,27.3,2.5,93.0,0,21.1,MICROMOLAR,1.7,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,3,236.296,2.7322,True
736,ZILEUTON,,0,ORAL,78.0,27.3,2.5,93.0,0,21.1,MICROMOLAR,1.7,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,3,236.296,2.7322,True
739,ACARBOSE,,0,ORAL,20.8,8.5,2,0.0,2,0,,1.0,SOLUBILITY SOLUBLE IN WATER,14,19,645.608,-8.5645,False
740,VALACYCLOVIR,,525,ORAL,0.0,0.0,0,15.7,54,17.4,MICROMOLAR,0.0,SOLUBILITY 174 MILLIGRAM / MILLILITER IN WATER,3,9,324.341,-0.7976,True
742,GLIMEPIRIDE,,0,ORAL,8.8,2.8,5.08,95.5,100,353,NANOMOLAR,2.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,3,5,490.626,3.074,True
743,BICALUTAMIDE,,0,ORAL,64.0,0.32,139,96.0,0,1.78,MICROMOLAR,0.0,SOLUBILITY PRATICALLY INSOLUBLE IN WATER AT 37 DEGREE CELCIUS 5 MICROGRAM / MILLILITER,2,5,430.379,2.87958,True
744,TOPIRAMATE,,0,ORAL,45.4,1.5,21,28.0,80,0,,2.0,SOLUBILITY 9.8 MILLIGRAM / MILLILITER IN WATER,1,8,339.366,-0.3954,True
748,TRANDOLAPRIL,,1667,ORAL,18.0,52.0,6,80.0,10,0,,1.0,,1,6,429.537,1.4386,True
749,FEXOFENADINE,,0,ORAL,0.0,0.0,14.4,65.0,0,820,NANOMOLAR,2.6,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,5,500.659,4.1758,False
750,ANASTROZOLE,,0,ORAL,0.0,0.0,50,40.0,0,0,,2.0,SOLUBILITY 0.5 MILLIGRAM / MILLILITER IN WATER,0,5,293.374,2.92876,True
751,ZAFIRLUKAST,,0,ORAL,70.0,20.0,10,99.0,0,567,NANOMOLAR,3.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,7,575.687,5.69592,False
753,ALENDRONATE,,0,ORAL,28.0,12.0,87600,78.0,0.64,0,,0.0,SOLUBILITY SOLUBLE IN WATER,2,8,245.064,-3.8012,True
754,LAMIVUDINE,,1666,ORAL,84.5,23.9,6,36.0,87,15.1,MICROMOLAR,1.3,SOLUBILITY OF 70 MILLIGRAM / MILLILITER IN WATER,2,7,229.261,-0.5941,True
756,BETAINE,,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY SOLUBLE IN WATER,0,2,117.148,-1.5575,True
757,TAMSULOSIN,,0,ORAL,16.0,2.88,14.9,96.5,90,101.9,NANOMOLAR,5.0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,2,6,408.52,2.3409,True
760,FEBUXOSTAT,,0,ORAL,50.0,5.3,6.5,99.2,49,8.22,MICROMOLAR,1.25,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,6,315.374,2.3885,True
762,RILUZOLE,,0,ORAL,245.0,0.0,12,96.0,60,739,NANOMOLAR,0.0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,1,4,234.202,2.7771,True
764,SIBUTRAMINE,,1657  1658  1659  1660,ORAL,0.0,1750.0,1.1,97.0,0,0,,1.2,SOLUBILITY 2.9 MILLIGRAM / MILLILITER IN PH 5.2,0,1,279.855,4.738,True
765,FEXOFENADINE,,0,ORAL,0.0,0.0,14.4,65.0,0,820,NANOMOLAR,2.6,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,5,500.659,4.1758,False
768,SIBUTRAMINE,,1657  1658  1659  1660,ORAL,0.0,1750.0,1.1,97.0,0,0,,1.2,SOLUBILITY 2.9 MILLIGRAM / MILLILITER IN PH 5.2,0,1,279.855,4.738,True
770,NEVIRAPINE,,0,ORAL,78.6,1.17,45,60.0,93,16.9,MICROMOLAR,0.0,,1,4,266.304,2.65122,True
772,TIAGABINE,,0,ORAL,71.5,6.5,8,96.0,90,0,,0.75,SOLUBILITY SPARINGLY SOLUBLE IN WATER,0,5,374.551,3.71014,True
773,ROPINIROLE,,0,ORAL,487.5,47.0,6,40.0,55,0,,1.5,SOLUBILITY OF 133 MILLIGRAM / MILLILITER IN WATER,1,2,260.381,2.8457,True
774,RITONAVIR,,0,ORAL,26.6,8.8,4,98.5,0,15.5,MICROMOLAR,3.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,4,9,720.962,5.9052,False
775,CABERGOLINE,,0,ORAL,18285.0,192.0,66,41.0,0,0.11,NANOMOLAR,2.5,SOLUBILITY INSOLUBLE IN WATER,2,4,451.615,3.1939,True
776,VALSARTAN,,0,ORAL,17.0,2.0,6,95.0,25,0,,3.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,6,434.52,2.827,True
777,ALBENDAZOLE,,1656,ORAL,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,4,265.338,3.2433,True
779,SPARFLOXACIN,,0,ORAL,253.0,11.4,20,45.0,92,3.3,MICROMOLAR,4.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,7,391.398,0.7469,True
780,MIGLITOL,,0,ORAL,11.7,6.6,2,4.0,0,0,,2.5,SOLUBILITY SOLUBLE IN WATER,5,6,207.226,-3.2621,True
781,MIFEPRISTONE,,0,ORAL,0.0,0.0,18,98.0,69,4.6,NANOMOLAR,1.5,SOLUBILITY POORLY SOLUBLE IN WATER,1,3,429.604,5.4065,False
784,GREPAFLOXACIN,,0,ORAL,325.0,15.0,15,50.0,70,4.9,MICROMOLAR,0.0,SOLUBILITY SOLUBLE IN WATER,1,6,358.393,0.94552,True
786,TOLCAPONE,,0,ORAL,9.0,7.0,2.5,99.9,65,21.9,MICROMOLAR,2.0,,2,5,273.244,2.54542,True
787,ATORVASTATIN,,0,ORAL,381.0,18.8,14,98.0,14,0,,1.5,SOLUBILITY IS VERY SLIGHTLY SOLUBLE IN DISTILLED WATER PH 7.4 PHOSPHATE BUFFER,3,6,557.642,4.9789,False
788,MODAFINIL,,0,ORAL,58.0,2.6,15,60.0,0,0,,3.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,2,273.357,2.01,True
790,TROGLITAZONE,,0,ORAL,1202.0,29.7,25,99.0,0,6.39,MICROMOLAR,0.0,,2,6,441.549,4.37426,True
792,LETROZOLE,,0,ORAL,123.5,2.22,48,39.0,0,0,,0.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,5,285.31,2.65916,True
793,CERIVASTATIN,,0,ORAL,19.5,12.5,3,99.0,60,27.6,MICROMOLAR,2.0,SOLUBILITY SOLUBLE IN WATER,2,6,458.55,3.546,True
794,REPAGLINIDE,,0,ORAL,31.0,38.0,1,98.0,56,145.5,NANOMOLAR,1.0,,1,5,451.587,3.8852,True
795,EXEMESTANE,,0,ORAL,20000.0,500.0,24,90.0,0,0,,2.9,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,2,296.41,4.0295,True
796,IRBESARTAN,,0,ORAL,73.0,9.9,13,90.0,70,0,,1.75,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,5,428.54,4.7774,True
797,NARATRIPTAN,,0,ORAL,170.0,25.7,6,30.0,70,0,,2.5,SOLUBILITY READILY SOLUBLE IN WATER,2,3,335.473,2.0688,True
798,ORLISTAT,,0,ORAL,0.0,0.0,1.5,99.0,0,0,,8.0,SOLUBILITY INSOLUBLE IN WATER,1,5,495.745,6.8819,False
800,TOLTERODINE,,1549,ORAL,113.0,534.0,2,96.3,0,4.92,NANOMOLAR,1.5,SOLUBILITY IN WATER 12 MILLIGRAM / MILLILITER,1,2,325.496,5.34142,False
801,THALIDOMIDE,,0,ORAL,61.7,8.0,7.29,55.0,0,10.9,MICROMOLAR,4.3,SOLUBILITY SPARINGLY SOLUBLE IN WATER,1,4,258.233,0.0878,True
802,ZONISAMIDE,,0,ORAL,94.0,1.17,63,40.0,0,0,,4.0,SOLUBILITY MODERATELY SOLUBLE IN WATER,1,4,212.23,0.6163,True
803,ENTACAPONE,,0,ORAL,20.0,51.0,0.9,98.0,35,3.93,MICROMOLAR,1.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,6,305.29,1.78138,True
804,RALOXIFENE,,0,ORAL,152620.0,2866.0,27.7,95.0,2,1.05,NANOMOLAR,0.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,2,6,473.594,6.0752,False
809,MONTELUKAST,,0,ORAL,9.5,2.7,4.1,99.0,64,0,,3.5,SOLUBILITY FREELY SOLUBLE IN WATER,1,5,585.189,7.6133,False
812,RISEDRONATE,,0,ORAL,897.0,7.3,561,24.0,0.63,0,,1.0,SOLUBILITY SOLUBLE IN WATER,1,8,279.081,-2.9024,True
814,TELMISARTAN,,0,ORAL,500.0,48.0,24,99.5,58,0,,0.75,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,6,513.621,5.92972,False
815,ZALEPLON,,0,ORAL,91.0,195.0,1,60.0,30,980,NANOMOLAR,1.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,5,305.341,2.64078,True
816,CILOSTAZOL,,0,ORAL,0.0,0.0,12,96.5,0,3.25,MICROMOLAR,2.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,6,369.469,3.4647,True
821,CAPECITABINE,,280,ORAL,0.0,0.0,0.75,60.0,0,0,,1.5,SOLUBILITY 26 MILLIGRAM / MILLILITER,3,8,359.354,0.7602,True
822,LEFLUNOMIDE,,1578,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,1,3,270.21,3.25412,True
825,PIOGLITAZONE,,0,ORAL,41.0,6.0,5,99.0,0,0,,2.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,5,356.447,3.1596,True
826,DOFETILIDE,,0,ORAL,195.0,20.2,10,65.0,90,0,,2.5,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,2,6,441.575,1.9829,True
827,GEMIFLOXACIN,,0,ORAL,271.0,26.8,7,65.0,71,4.13,MICROMOLAR,1.25,SOLUBILITY FREELY SOLUBLE AT NEUTRAL PH,1,9,388.379,-0.3687,True
831,EFAVIRENZ,,0,ORAL,0.0,0.0,64,99.6,0,5.35,MICROMOLAR,5.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,2,315.678,4.0731,True
832,RABEPRAZOLE,,0,ORAL,14.3,15.6,1.5,96.3,52,1.84,MICROMOLAR,3.5,SOLUBILITY VERY SOLUBLE IN WATER,1,5,359.451,2.98942,True
834,CEVIMELINE,,0,ORAL,390.0,54.0,5,20.0,0,0,,1.75,SOLUBILITY VERY SOLUBLE IN WATER,0,3,199.319,1.5602,True
836,CELECOXIB,,0,ORAL,429.0,27.7,11.2,97.0,0,1.85,MICROMOLAR,3.0,,1,4,381.379,3.51392,True
837,AMPRENAVIR,914,0,ORAL,0.0,0.0,7.7,90.0,0,8.23,MICROMOLAR,1.3,,3,7,505.637,2.4028,False
838,OXCARBAZEPINE,,1653,ORAL,0.0,0.0,2,0.0,0,0,,4.5,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,2,252.273,2.6422,True
839,ELETRIPTAN,,0,ORAL,138.0,20.6,4,85.0,50,0,,1.5,SOLUBILITY READILY SOLUBLE IN WATER,1,3,382.529,3.821,True
841,RIFAPENTINE,,1652,ORAL,70.0,2.03,13,97.7,70,17.1,MICROMOLAR,5.5,,6,15,877.045,5.64822,False
846,ROFECOXIB,,0,ORAL,91.0,8.46,17,87.0,93,1.02,MICROMOLAR,2.5,SOLUBILITY INSOLUBLE IN WATER,0,4,314.362,2.5577,True
848,GUAIFENESIN,216  1113,0,ORAL,0.0,0.0,1,0.0,0,18.6,MICROMOLAR,0.33,SOLUBILITY 1 GRAM IN 20 MILLILITER IN WATER,2,4,198.218,0.4272,True
850,PIOGLITAZONE,,0,ORAL,41.0,6.0,5,99.0,0,0,,2.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,5,356.447,3.1596,True
851,PROGUANIL,,1650,ORAL,2059.0,67.9,16.5,75.0,0,0,,3.5,SOLUBILITY SPARINGLY SOLUBLE IN WATER,3,1,253.737,1.7897,True
855,DROSPIRENONE,,0,ORAL,260.0,5.8,30.9,97.0,76,239.6,NANOMOLAR,1.7,,0,3,366.501,4.3059,True
856,ALOSETRON,,0,ORAL,80.0,36.0,1.5,82.0,55,30.6,NANOMOLAR,1.0,SOLUBILITY OF 61 MILLIGRAM / MILLILITER IN WATER,1,3,294.358,2.40832,True
859,ALFUZOSIN,,0,ORAL,208.0,23.0,10,86.0,49,34.9,NANOMOLAR,8.0,SOLUBILITY FREELY SOLUBLE IN WATER,2,8,389.456,1.3507,True
861,VALGANCICLOVIR,,623,ORAL,0.0,0.0,0,0.0,60,0,,0.0,SOLUBILITY SOLUBILITY OF 70 MILLIGRAM / MILLILITER IN WATER AT 25 DEGREE CELSIUS AT A PH 7.0,4,10,354.367,-1.4367,True
862,TELITHROMYCIN,,0,ORAL,188.0,54.6,10,65.0,57,2.46,MICROMOLAR,1.0,,1,14,812.018,4.9292,False
864,GEMIFLOXACIN,,0,ORAL,271.0,26.8,7,65.0,71,4.13,MICROMOLAR,1.25,SOLUBILITY FREELY SOLUBLE AT NEUTRAL PH,1,9,388.379,-0.3687,True
865,DESLORATADINE,621,1649,ORAL,0.0,0.0,27,84.0,0,12.8,NANOMOLAR,3.0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,1,2,310.828,4.0189,True
868,TEGASEROD,,0,ORAL,368.0,77.0,11,98.0,10,0,,1.0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,4,3,301.394,2.81457,True
869,NATEGLINIDE,,0,ORAL,10.0,7.0,1.5,98.0,73,0,,1.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,1,3,316.421,1.9262,True
870,LOPINAVIR,,0,ORAL,0.0,5.98,5.5,98.5,0,15.6,MICROMOLAR,4.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,4,5,628.814,4.32814,False
871,NITISINONE,,0,ORAL,0.0,0.26,54,0.0,90,0,,3.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,0,5,329.23,2.7346,True
877,GUAIFENESIN,216  1113,0,ORAL,0.0,0.0,0,0.0,0,0,,0.0,,2,4,198.218,0.4272,True
878,OLMESARTAN MEDOXOMIL,,1647,ORAL,0.0,0.0,0,0.0,0,0,,0.0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,2,11,558.595,4.17002,False
879,ALFUZOSIN,,0,ORAL,208.0,23.0,10,86.0,49,34.9,NANOMOLAR,8.0,SOLUBILITY FREELY SOLUBLE IN WATER,2,8,389.456,1.3507,True
880,BOSENTAN,,0,ORAL,18.0,4.0,5,98.0,50,0,,4.0,SOLUBILITY POORLY SOLUBLE IN WATER,2,10,551.625,4.2039,False
882,VALGANCICLOVIR,,623,ORAL,0.0,0.0,0,0.0,60,0,,0.0,SOLUBILITY SOLUBILITY OF 70 MILLIGRAM / MILLILITER IN WATER AT 25 DEGREE CELSIUS AT A PH 7.0,4,10,354.367,-1.4367,True
883,DUTASTERIDE,,0,ORAL,400.0,0.33,840,99.0,60,6.4,NANOMOLAR,2.5,SOLUBILITY INSOLUBLE IN WATER,2,2,528.537,6.5761,False
886,VALDECOXIB,,0,ORAL,86.0,6.0,8.11,98.0,83,513,NANOMOLAR,3.0,SOLUBILITY RELATIVELY INSOLUBLE IN WATER (10 MICROGRAM / MILLILITER AT 25 DEGREE CELSIUS AND PH 7.0,1,4,314.366,2.96442,True
889,MIGLUSTAT,,0,ORAL,94.0,13.8,6.5,0.0,97,0,,2.25,SOLUBILITY HIGHLY SOLUBLE IN WATER (> 1000 MILLIGRAM / MILLILITER),4,5,219.281,-1.4543,True
891,RIFAXIMIN,,0,ORAL,0.0,0.0,1.8,67.5,0,4.33,NANOMOLAR,0.8,,5,13,785.891,6.15784,False
892,ROSUVASTATIN,,0,ORAL,134.0,42.9,19,88.0,20,0,,4.0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,2,8,480.538,1.067,True
