ID,Name,Is_a_Metabolite,Has_a_Metabolite,Route,vd,Cl(liter/hour),t1/2(hour),PPB(percentage),F(percentage),Cmax,Cmax_unit,Tmax(hour),Solubility,Molecular_Weight,LogP,MolMR,HeavyAtomCount,HeavyAtomMolWt,NHOHCount,NOCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,TPSA,FractionCSP3,LabuteASA,NumAmideBonds
1026,MOXALACTAM,,0,INJECTION,11,2.8,2.9,61,0,0,NaN,0,NaN,518.464,-3.7971,111.8785,36,500.32,2,15,14,2,16,9,190,211.96,0.35,206.203602,2
1027,CEFOPERAZONE,,0,INJECTION,11,5,2,90,0,503,MICROMOLAR,0,SOLUBILITY FREELY SOLUBLE IN WATER,644.672,-2.4467,149.9242,44,618.464,3,17,14,3,19,9,232,223.09,0.4,257.516841,6
1028,CEFORANIDE,,0,INJECTION,11,2.6,3,81,0,0,NaN,0,NaN,517.549,-3.3796,118.6411,35,498.397,3,13,13,3,15,10,184,199.29,0.35,206.6452785,2
1029,CEFUROXIME,1030  1031,0,INTRAMUSCULAR INTRAVENOUS INJECTION,9.7,8.6,1.3,50,0,32,MICROMOLAR,2.5,NaN,423.383,-1.8707,94.8451,29,408.263,3,12,10,3,13,7,154,176.59,0.3125,167.1932426,3
1030,CEFUROXIME AXETIL,,1029,ORAL,0,0,0,0,0,0,NaN,0,NaN,510.481,-0.1683,117.1581,35,488.305,3,14,12,3,15,9,188,189.06,0.4,202.2473899,3
1031,CEFUROXIME AXETIL,,1029,ORAL,0,0,0,0,0,0,NaN,0,NaN,510.481,-0.1683,117.1581,35,488.305,3,14,12,3,15,9,188,189.06,0.4,202.2473899,3
1032,CEFTIZOXIME,,0,INJECTION,13,8.2,1.5,28,0,577,MICROMOLAR,0,NaN,382.403,-1.8905,88.1851,25,370.307,3,10,10,3,12,5,132,150.04,0.307692308,149.253973,2
1033,AZLOCILLIN,,0,INJECTION,17,9.7,1.2,35,0,0,NaN,0,NaN,460.492,-1.2405,110.8491,32,438.316,3,11,7,3,12,5,170,150.98,0.45,187.4173074,6
1034,CLAVULANATE,,0,ORAL INJECTION,14.3,12,1,25,0,12,MICROMOLAR,0,NaN,198.154,-2.4303,40.2998,14,190.09,1,6,5,1,6,2,76,89.9,0.5,79.37747109,1
1035,AMDINOCILLIN,,0,INJECTION,24,24,1.1,0,0,0,NaN,0,NaN,324.426,0.0715,83.42,22,302.25,0,6,5,0,7,3,122,76.04,0.8,134.486325,1
1036,CEFMENOXIME,,0,INJECTION,8.26,5,1.14,77,0,152,MICROMOLAR,0,NaN,510.563,-2.2045,116.6501,33,494.435,3,14,15,3,17,8,174,193.64,0.375,198.147498,2
1037,STREPTOZOCIN,,0,INJECTION,0,0,0.58,0,0,0,NaN,0,NaN,265.222,-2.8909,55.8569,18,250.102,5,10,8,5,10,3,104,151.92,0.875,101.7145809,2
1038,CEFTAZIDIME,,0,INJECTION INTRAVENOUS,20.1,6.9,1.9,10,0,235,MICROMOLAR,0,NaN,545.579,-2.6339,126.9271,37,524.411,3,13,12,3,15,9,194,194.05,0.318181818,218.156211,2
1039,CEFONICID,,0,INJECTION,455,87,5.1,83,0,597,MICROMOLAR,0,NaN,541.569,-2.252,118.5471,35,524.433,3,14,13,3,17,9,186,207.74,0.333333333,206.0426175,2
1040,AZTREONAM,,0,INJECTION INHALATION,12.6,5.4,1.7,60,0,1.5,MICROMOLAR,0,NaN,434.432,-2.5072,93.0217,28,418.304,4,13,11,4,15,7,154,204.41,0.461538462,162.5903107,2
1041,CEFTRIAXONE,,0,INTRAMUSCULAR INTRAVENOUS INJECTION,9.6,1,7.25,85,0,0,NaN,0,SOLUBILITY IS READILY SOLUBLE IN WATER,553.584,-2.946,127.9508,36,536.448,4,15,15,4,18,8,190,217.79,0.333333333,213.3244747,2
1042,CILASTATIN,,0,INTRAVENOUS INTRAMUSCULAR INJECTION,9.75,8.97,0.86,40,95,92,MICROMOLAR,0,SOLUBILITY VERY SOLUBLE IN WATER,356.444,-1.2368,87.2791,24,332.252,3,7,7,3,8,11,136,135.38,0.6875,145.6038453,1
1043,IMIPENEM,,0,INTRAVENOUS INTRAMUSCULAR INJECTION,14.8,11.7,1,20,75,277,MICROMOLAR,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,298.344,-1.7204,72.4592,20,282.216,3,7,6,3,8,6,110,119.05,0.583333333,120.0820175,1
1044,MUPIROCIN,,0,TOPICAL NASAL,0,0,0.5,0,0,0,NaN,0,NaN,499.621,1.2578,126.0254,35,456.277,3,9,9,3,9,16,202,148.88,0.846153846,208.0021534,0
1045,CEFOTIAM,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,524.634,-1.9879,124.3811,34,502.458,3,13,14,3,16,10,182,175.29,0.5,206.6743097,2
1046,VANCOMYCIN,,0,ORAL INJECTION INTRAVENOUS,35.1,5.07,6.5,30,POORLY,0.45,MICROMOLAR,0,NaN,1448.263,-1.2285,346.6629,101,1373.671,20,33,26,20,35,13,542,533.32,0.424242424,583.8196751,7
1047,CEFIXIME,,0,ORAL,15.6,3.9,4,65,45,4.41,MICROMOLAR,0,NaN,451.442,-3.2142,101.2751,30,438.338,3,12,12,3,14,8,158,190.17,0.25,176.6149522,2
1048,CEFPIRAMIDE,,0,INJECTION,0,0,5,0,87.5,553,MICROMOLAR,0,NaN,611.642,-1.42028,146.6914,42,588.458,4,15,13,4,17,9,218,215.33,0.28,245.2935143,3
1049,CEFMETAZOLE,,0,INJECTION,8.45,5.85,1.5,85,0,163,MICROMOLAR,0,NaN,470.538,-2.06302,105.4677,30,454.41,1,12,13,1,15,9,160,166.16,0.533333333,183.2867148,2
1050,IDARUBICIN,,0,INJECTION,2470,93,22,97,0,0,NaN,0,NaN,497.5,1.0203,123.7906,36,470.284,6,10,10,6,10,3,190,176.61,0.423076923,205.8086759,0
1051,CLARITHROMYCIN,,0,ORAL,97.5,28.5,6,77,50,5,MICROMOLAR,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,747.964,2.4397,191.0482,52,678.412,4,14,14,4,14,8,304,182.91,0.947368421,310.2792453,0
1052,CEFPROZIL,,0,ORAL,15,11.7,1.3,36,95,47,MICROMOLAR,0,NaN,388.425,-0.628,96.9049,27,370.281,4,8,7,4,9,5,142,135.79,0.277777778,159.2655705,2
1053,LORACARBEF,,0,ORAL,25,14.4,1.2,35,0,41.4,MICROMOLAR,0,NaN,348.766,-0.6239,83.0551,24,333.646,3,7,5,3,8,4,126,115.56,0.3125,142.6112118,2
1054,AZITHROMYCIN,,0,ORAL INJECTION OPHTHALMIC,2021,37.8,68,29,34,1.33,MICROMOLAR,0,NaN,748.996,1.9007,194.179,52,676.42,5,14,14,5,14,7,306,180.08,0.973684211,311.5582454,0
1055,CEFPODOXIME PROXETIL,,1633,ORAL,0,0,0,0,0,0,NaN,0,NaN,557.607,0.827,132.2531,37,530.391,3,14,14,3,16,10,202,180.97,0.523809524,219.9949792,2
1056,DIRITHROMYCIN,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,835.086,2.2017,213.5239,58,756.462,5,16,16,5,16,12,340,196.33,0.976190476,346.3486131,0
1057,CEFEPIME,,0,INJECTION INTRAVENOUS,18,7.2,2,20,82,340.7,MICROMOLAR,0,SOLUBILITY HIGHLY SOLUBLE IN WATER,480.572,-1.2799,117.1475,32,456.38,3,11,10,3,13,7,172,150.04,0.526315789,192.4075997,2
1058,DACTINOMYCIN,,0,INJECTION,0,0,36,0,0,0,NaN,0,NaN,1255.438,0.72564,325.4772,90,1168.75,6,28,18,6,28,8,490,359.98,0.612903226,521.8226519,10
1059,TAZOBACTAM,,0,INJECTION INTRAVENOUS,18.2,12.3,1.2,30,0,113.3,MICROMOLAR,1,NaN,299.288,-2.8579,61.3928,20,288.2,0,9,8,0,10,3,108,125.29,0.6,113.6371227,1
1060,CEFTIBUTEN,,0,ORAL,32.5,5,2,65,0,36.5,MICROMOLAR,0,NaN,408.417,-2.7176,92.2401,27,396.321,3,10,10,3,12,6,142,168.58,0.266666667,160.2871039,2
1061,RIFABUTIN,,0,ORAL,604.5,44.8,45,85,20,443.2,NANOMOLAR,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER (0.19 MILLIGRAM / MILLILITER),847.019,4.61572,226.7648,61,784.523,5,15,14,5,15,4,332,205.55,0.586956522,357.4793709,1
1062,PYRAZINAMIDE,,1613,ORAL,55.1,3.82,10,10,96.8,227.8,MICROMOLAR,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,123.115,-0.4245,30.5499,9,118.075,2,4,3,2,4,1,46,68.87,0,51.73705399,1
1063,MEROPENEM,,0,INJECTION INTRAVENOUS,19.5,15.2,1,2,0,127.9,MICROMOLAR,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,382.462,-1.6427,93.4825,26,358.27,2,8,7,2,9,5,144,113.01,0.705882353,156.1369017,2
1064,TACROLIMUS,,0,ORAL INJECTION TOPICAL,126.1,2.6,34.8,99,18,36.9,NANOMOLAR,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,804.031,4.639,212.5924,57,734.479,3,13,12,3,13,7,322,178.36,0.772727273,338.6959777,1
1065,FOSFOMYCIN,,0,ORAL,136.1,16.9,5.7,0,37,189,MICROMOLAR,0,SOLUBILITY SOLUBLE IN WATER,136.043,-1.3551,21.9415,8,131.003,0,4,4,0,5,1,48,75.72,1,46.62825725,0
1066,MYCOPHENOLATE MOFETIL,,1072,ORAL INJECTION,0,0,0,0,94,0,NaN,0,SOLUBILITY SLIGHTLY SOLUBLE IN WATER (43 MICROGRAM / MILLILITER AT PH 7.4),433.501,2.52402,113.4283,31,402.253,1,8,8,1,8,9,170,94.53,0.565217391,182.2654463,0
1067,CEFDINIR,,0,ORAL,22.75,60,1.7,65,0,7.26,MICROMOLAR,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,394.414,-1.5065,92.1026,26,382.318,4,10,10,4,12,5,136,161.04,0.214285714,154.6100006,2
1068,IVERMECTIN,,0,ORAL TOPICAL,0,0,18,99,0,53,NANOMOLAR,4,SOLUBILITY INSOLUBLE IN WATER,875.106,5.6014,227.3994,62,800.514,3,14,14,3,14,8,350,170.06,0.8125,367.7719759,0
1069,QUINUPRISTIN,,0,INJECTION INTRAVENOUS,29,46.8,0.85,66,0,3.1,MICROMOLAR,0,NaN,1022.239,2.3235,272.0484,73,954.703,4,19,14,4,20,10,390,231.2,0.528301887,429.6458206,6
1070,DALFOPRISTIN,,0,INJECTION INTRAVENOUS,15.6,46.8,0.7,18,0,11.5,MICROMOLAR,0,NaN,690.86,2.2693,179.5708,48,640.46,2,13,11,2,14,7,266,176.42,0.617647059,282.9269098,2
1071,EPIRUBICIN,,0,INJECTION INTRAVENOUS,1365,69,31,77,0,17,MICROMOLAR,0,NaN,543.525,0.0013,131.7544,39,514.293,7,12,12,7,12,5,208,206.07,0.444444444,222.081397,0
1072,MYCOPHENOLIC ACID,1066,0,ORAL,112,8.4,12,98,93,81.5,MICROMOLAR,0,SOLUBILITY HIGHLY SOLUBLE IN WATER,319.333,1.39852,80.2173,23,300.181,1,6,6,1,6,6,124,95.89,0.411764706,133.8889344,0
1073,AZACITIDINE,,0,INTRAVENOUS SUBCUTANEOUS ORAL,76,167,0.68,0,89,3,MICROMOLAR,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,244.207,-3.168,53.7138,17,232.111,5,9,9,5,9,2,94,143.72,0.625,95.11685725,0
1074,STREPTOMYCIN,,0,INJECTION,22,3,4,35,84,75,MICROMOLAR,0,SOLUBILITY SOLUBLE IN WATER,583.596,-11.3811,129.8103,40,542.268,18,19,13,18,19,9,230,334.91,0.857142857,227.8960091,0
1075,GRAMICIDIN,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,1141.47,1.2278,310.3704,82,1048.734,12,22,12,12,22,16,452,325.46,0.633333333,483.2017926,10
1076,PAROMOMYCIN,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,615.634,-8.8617,136.3874,42,570.274,18,19,19,18,19,9,246,347.32,1,240.4792478,0
1077,CYCLOSERINE,,0,ORAL,0,0,12,0,0,0,NaN,6,SOLUBILITY SOLUBLE IN WATER,102.093,-1.6249,22.0701,7,96.045,3,4,3,3,4,0,40,64.35,0.666666667,40.58216281,1
1078,METHACYCLINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,442.424,-0.4379,110.3939,32,420.248,7,10,9,7,10,2,168,181.62,0.318181818,181.7396338,1
1079,CANDICIDIN,,0,VAGINAL,0,0,0,0,0,0,NaN,0,NaN,1108.309,2.4351,289.5057,79,1024.645,12,20,20,12,20,10,438,359.21,0.576271186,462.0182971,0
1080,PRAMOXINE,,0,TOPICAL,0,0,0,0,0,0,NaN,0,NaN,293.407,2.9666,84.216,21,266.191,0,4,4,0,4,9,118,30.93,0.647058824,127.5404046,0
1081,PENTOBARBITAL,,0,ORAL INJECTION RECTAL,59,1.83,22,61,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,226.276,1.185,58.4774,16,208.132,2,5,3,2,5,4,90,75.27,0.727272727,94.96713169,4
1082,GENTIAN VIOLET,,0,VAGINAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER BECAUSE IT IS A SALT,372.536,4.4596,122.9554,28,342.296,0,3,2,0,3,4,144,9.49,0.24,168.7830659,0
1083,DIGITOXIN,,0,INJECTION,28,0.16,48,25,70,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,764.95,3.2473,191.221,54,700.438,5,13,13,5,13,7,306,182.83,0.926829268,318.5281908,0
1084,BENZYL BENZOATE,,0,TOPICAL,0,0,0,0,0,0,NaN,0,NaN,212.248,3.0436,62.0035,16,200.152,0,2,2,0,2,3,80,26.3,0.071428571,94.49344888,0
1085,TETRAHYDROZOLINE,,0,NASAL,0,0,0,0,0,0,NaN,0,NaN,200.285,2.1082,62.4257,15,184.157,1,2,2,1,2,1,78,24.39,0.461538462,90.41952028,0
1086,DRONEDARONE,,0,ORAL,1400,140,16,98,15,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,556.769,7.049,159.535,39,512.417,1,7,6,1,8,18,214,88.85,0.516129032,233.5140461,0
1087,ARTEMETHER,,1092,ORAL,0,0,2,95.4,0,201,NANOMOLAR,2,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,298.379,2.8408,73.837,21,272.171,0,5,5,0,5,1,120,46.15,1,125.6870796,0
1088,CHLOROQUINE,,0,ORAL INJECTION,9100,16,570,55,0,0.513,MICROMOLAR,0,SOLUBILITY FREELY SOLUBLE IN WATER,319.88,4.8106,96.8597,22,293.672,1,3,3,1,4,8,120,28.16,0.5,138.2301567,0
1089,MEPHENYTOIN,,0,ORAL,110.5,1.74,63,0,0,0,NaN,0,NaN,218.256,1.4735,59.7127,16,204.144,1,4,2,1,4,2,84,49.41,0.333333333,94.24796471,3
1090,METHADONE,,0,ORAL INJECTION,286,6.6,31,79,68,2.03,MICROMOLAR,0,SOLUBILITY VERY SOLUBLE IN WATER,309.453,4.292,96.728,23,282.237,0,2,2,0,2,7,122,20.31,0.380952381,139.6943321,0
1091,DOXYLAMINE,,0,ORAL,0,11.7,12.5,0,0,308,NANOMOLAR,0,SOLUBILITY VERY SOLUBLE IN WATER,270.376,2.9233,81.639,20,248.2,0,3,3,0,3,6,106,25.36,0.352941176,120.7711769,0
1092,DIHYDROARTEMISININ,1087  1978,0,,0,0,2,61,0,366,NANOMOLAR,2,NaN,284.352,2.1867,69.0468,20,260.16,1,5,5,1,5,0,114,57.15,1,119.002826,0
1093,BETHANECHOL,,0,INJECTION ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,161.225,0.1764,43.0298,11,144.089,2,4,2,2,4,3,66,52.32,0.857142857,67.5136669,1
1094,TRIHEXYPHENIDYL,,0,ORAL,0,0,3.7,0,0,0,NaN,0,NaN,301.474,4.3305,91.8218,22,270.226,1,2,2,1,2,5,122,23.47,0.7,135.0829978,0
1095,PARAMETHADIONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,157.169,0.7637,37.947,11,146.081,0,4,3,0,4,1,62,46.61,0.714285714,65.11949566,2
1096,SECOBARBITAL,,0,INJECTION ORAL RECTAL,97.5,0,28,50,90,0,NaN,3,SOLUBILITY VERY SOLUBLE IN WATER,238.287,1.3511,63.0004,17,220.143,2,5,3,2,5,5,94,75.27,0.583333333,100.6424708,4
1097,DYPHYLLINE,,0,ORAL INJECTION,27.3,18.7,2,0,0,67,MICROMOLAR,0,SOLUBILITY FREELY SOLUBLE IN WATER,254.246,-2.2131,63.3076,18,240.134,2,8,8,2,8,3,98,102.28,0.5,101.3473088,0
1098,PROMETHAZINE,,0,ORAL INJECTION RECTAL,910,54,14,91,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,284.428,4.2394,87.162,20,264.268,0,2,3,0,3,3,104,6.48,0.294117647,124.9501541,0
1099,BROMODIPHENHYDRAMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,334.257,4.1167,86.933,20,314.097,0,2,2,0,3,6,106,12.47,0.294117647,129.0541344,0
1100,CYCRIMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,287.447,3.9404,87.2048,21,258.215,1,2,2,1,2,5,116,23.47,0.684210526,128.7180557,0
1101,ETHOPROPAZINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,312.482,5.0196,96.396,22,288.29,0,2,3,0,3,5,116,6.48,0.368421053,137.6800383,0
1102,WARFARIN,,0,ORAL INJECTION,8.4,0.21,29,98,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,308.333,3.6096,87.7318,23,292.205,1,4,4,1,4,4,116,67.51,0.157894737,132.5520251,0
1103,GLUTETHIMIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,217.268,1.771,60.7947,16,202.148,1,3,2,1,3,2,84,46.17,0.384615385,94.85307315,2
1104,PROCYCLIDINE,,0,ORAL,48,3.3,12,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,287.447,3.9404,87.2048,21,258.215,1,2,2,1,2,5,116,23.47,0.684210526,128.7180557,0
1105,ETHCHLORVYNOL,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,144.601,1.5132,39.0668,9,135.529,1,1,1,1,2,2,50,20.23,0.428571429,60.33602605,0
1106,AMPHETAMINE,22  294,177  1319  249,ORAL,396,37,7.3,20,0,185,NANOMOLAR,0,NaN,135.21,1.5763,43.7954,10,122.106,2,1,1,2,1,2,54,26.02,0.333333333,61.86612016,0
1107,MECAMYLAMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,167.296,2.4206,52.0767,12,146.128,1,1,1,1,1,1,70,12.03,1,75.92687205,0
1108,CLIDINIUM,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,352.454,2.7045,99.2722,26,326.246,1,4,3,1,4,4,136,46.53,0.409090909,154.1653624,0
1109,HYDROXYZINE,,0,ORAL INJECTION,1040,39,16.5,0,0,186.9,NANOMOLAR,2,SOLUBILITY SOLUBLE IN WATER,374.912,3.0559,105.6548,26,347.696,1,4,4,1,5,8,140,35.94,0.428571429,160.4978578,0
1110,BROMPHENIRAMINE,,0,ORAL INJECTION,0,0,25,72,0,0,NaN,5,NaN,319.246,3.9277,83.393,19,300.094,0,2,2,0,3,5,100,16.13,0.3125,123.1602372,0
1111,ETHOTOIN,,0,ORAL,0,0,6,0,0,39,MICROMOLAR,0,NaN,204.229,1.2994,55.1017,15,192.133,1,4,2,1,4,2,78,49.41,0.272727273,87.88302259,3
1112,BUCLIZINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,433.039,6.5447,131.729,31,399.775,0,2,2,0,3,5,162,6.48,0.357142857,192.0121151,0
1113,METHOCARBAMOL,,848  877,ORAL IM INJECTION,150,52,2,50,0,96,MICROMOLAR,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,241.243,0.5302,60.0312,17,226.123,3,6,5,3,6,6,94,91.01,0.363636364,98.89239593,1
1114,PHENPROCOUMON,,0,ORAL,0,0,140,0,0,0,NaN,0,NaN,280.323,4.0405,82.7248,21,264.195,1,3,3,1,3,3,106,50.44,0.166666667,122.0255609,0
1115,TRIMEPRAZINE,,0,ORAL,0,0,0,90,80,0,NaN,0,NaN,298.455,4.487,91.731,21,276.279,0,2,3,0,3,4,110,6.48,0.333333333,131.3150962,0
1116,LUMEFANTRINE,,0,ORAL,0,0,101,99.7,0,14,MICROMOLAR,6,SOLUBILITY INSOLUBLE IN WATER,528.951,9.1517,151.5388,35,496.695,1,2,2,1,5,10,184,23.47,0.333333333,223.6933288,0
1117,METHOHEXITAL,,0,INJECTION,71.5,46,1.6,73,0,30,MICROMOLAR,0,SOLUBILITY FREELY SOLUBLE IN WATER,262.309,1.3066,70.7867,19,244.165,1,5,3,1,5,3,102,66.48,0.5,112.5815519,4
1118,OXYPHENCYCLIMINE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,344.455,2.7317,97.4218,25,316.231,1,5,5,1,5,5,136,62.13,0.6,149.2533877,0
1119,DIETHYLPROPION,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,205.301,2.5996,63.1555,15,186.149,0,2,2,0,2,5,82,20.31,0.461538462,91.90735369,0
1120,THIORIDAZINE,,0,ORAL,0,0,15,0,0,0.55,MICROMOLAR,0,NaN,370.587,5.8856,110.68,25,344.379,0,2,4,0,4,4,132,6.48,0.428571429,159.5272014,0
1121,BIPERIDEN,,0,ORAL INJECTION,780,46.8,24,90,0,16,NANOMOLAR,1.25,SOLUBILITY SLIGHTLY SOLUBLE IN WATER,311.469,3.9624,94.0908,23,282.237,1,2,2,1,2,5,124,23.47,0.619047619,139.7525058,0
1122,TROPICAMIDE,,0,OPHTHALMIC,0,0,0,0,0,0,NaN,0,NaN,284.359,2.2062,81.5968,21,264.199,1,4,3,1,4,6,110,53.43,0.294117647,124.6133875,1
1123,MEPIVACAINE,,0,INJECTION,61,26,2,70,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,246.354,2.72624,74.8147,18,224.178,1,3,2,1,3,2,98,32.34,0.533333333,109.1812689,1
1124,CHLOPHEDIANOL,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,289.806,3.5276,84.0638,20,269.646,1,2,2,1,3,5,106,23.47,0.294117647,125.1705415,0
1125,BENDROFLUMETHIAZIDE,,0,ORAL,0,0,0,90,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,421.422,1.6254,90.6954,27,407.31,4,7,5,4,12,3,146,118.36,0.2,153.0352656,0
1126,TRICHLORMETHIAZIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,380.662,0.821,76.0514,20,372.598,4,7,5,4,12,2,112,118.36,0.25,130.0264217,0
1127,CHLORTHALIDONE,,0,ORAL,253,5.8,36,76,64,0,NaN,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER (0.12 MILLIGRAM / MILLILITER),338.772,0.9242,79.7322,22,327.684,4,6,4,4,8,2,114,109.49,0.071428571,131.1221013,1
1128,ETHOSUXIMIDE,,0,ORAL,45.5,0,60,0,0,496,MICROMOLAR,5,NaN,141.17,0.4492,36.1647,10,130.082,1,3,2,1,3,1,56,46.17,0.714285714,59.79597894,2
1129,PROPIOMAZINE,,0,INJECTION,0,0,0,0,0,0,NaN,0,NaN,340.492,4.8321,101.7835,24,316.3,0,3,4,0,4,5,126,23.55,0.35,148.2065026,0
1130,ACRISORCIN,,0,TOPICAL,0,0,0,0,0,0,NaN,0,NaN,194.237,2.9702,63.6614,15,184.157,2,2,2,2,2,0,72,38.91,0,87.35427086,0
1131,METHYCLOTHIAZIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,360.244,0.5983,75.9047,20,349.156,3,7,5,3,11,2,112,109.57,0.333333333,126.2980691,0
1132,OXYPHENBUTAZONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,324.38,3.4934,92.5358,24,304.22,1,5,3,1,5,5,124,60.85,0.263157895,140.6443423,2
1133,POLYTHIAZIDE,,0,ORAL,0,0,0,0,0,0,NaN,0,SOLUBILITY INSOLUBLE IN WATER,439.89,1.655,88.5647,25,426.786,3,7,6,3,14,4,142,109.57,0.454545455,151.3444033,0
1134,METAXALONE,,0,ORAL,800,66,9,0,0,8.2,MICROMOLAR,0,SOLUBILITY PRACTICALLY INSOLUBLE IN WATER,221.256,1.79064,59.6827,16,206.136,1,4,3,1,4,3,86,47.56,0.416666667,94.5536994,1
1135,QUINETHAZONE,,0,ORAL,0,0,0,0,0,0,NaN,0,NaN,289.744,0.8788,67.9931,18,277.648,4,6,4,4,8,2,98,101.29,0.3,109.5505197,1
1136,PRILOCAINE,,0,INJECTION TOPICAL PERIODONTAL,156,142,1.6,40,0,0.48,MICROMOLAR,0,NaN,220.316,2.32162,67.5644,16,200.156,2,3,2,2,3,5,88,41.13,0.461538462,97.24724439,1
1137,DOXAPRAM,,0,INJECTION,78,20,4.1,0,0,0,NaN,0,SOLUBILITY SPARINGLY SOLUBLE IN WATER,378.516,3.1733,111.284,28,348.276,0,4,3,0,4,6,148,32.78,0.458333333,167.6508751,1
1138,OXAZEPAM,491  1709,0,ORAL,38,4.3,8.2,96,0,1.57,MICROMOLAR,0,NaN,286.718,2.4479,78.1695,20,275.63,2,4,3,2,5,1,100,61.69,0.066666667,120.2816993,1
1139,PROPRANOLOL,,0,ORAL INJECTION,260,46.8,4.5,90,0,0,NaN,2.5,SOLUBILITY READILY SOLUBLE IN WATER,259.349,2.5775,78.5885,19,238.181,2,3,3,2,3,6,102,41.49,0.375,113.7603615,0
1140,TRIMIPRAMINE,,0,ORAL,1040,62.4,23,95,0,0,NaN,0,SOLUBILITY VERY SLIGHTLY SOLUBLE IN WATER,294.442,4.121,95.016,22,268.234,0,2,2,0,2,4,116,6.48,0.4,133.9218704,0
1141,KETAMINE,,0,INJECTION,188,74,2.8,53,0,0,NaN,0,SOLUBILITY FREELY SOLUBLE IN WATER,237.73,2.8978,65.6647,16,221.602,1,2,2,1,3,2,86,29.1,0.461538462,100.9948173,0
1142,BENZQUINAMIDE,,0,RECTAL INJECTION,0,0,1.3,0,39,0,NaN,0,NaN,404.507,2.423,109.153,29,372.251,0,7,6,0,7,6,160,68.31,0.636363636,172.4421619,1
1143,PEMOLINE,,0,ORAL,0,0,12,50,0,0,NaN,3,SOLUBILITY RELATIVELY INSOLUBLE IN WATER,176.175,0.5992,46.8974,13,168.111,2,4,3,2,4,1,66,64.68,0.111111111,75.03067882,1
1144,MITOTANE,,0,ORAL,0,0,2124,0,40,44.7,MICROMOLAR,0,NaN,320.046,5.929,80.241,18,309.966,0,0,0,0,4,3,94,0,0.142857143,126.4314465,0
1145,BUPIVACAINE,,0,INJECTION SPINAL IMPLANTATION INFILTRATION PERIARTICULAR,54.6,16.7,3.1,94,0,0,NaN,0,SOLUBILITY SOLUBLE IN WATER,288.435,3.89654,88.6657,21,260.211,1,3,2,1,3,5,116,32.34,0.611111111,128.2760953,1
1146,ENFLURANE,,0,INHALATION,0,0,0,0,0,15,MICROMOLAR,0,NaN,184.491,2.3528,22.785,10,182.475,0,1,1,0,7,3,62,9.23,1,57.71362373,0
